CALENDAR_YEAR,COC_ID,COC_NAME,ETHNICITY,EXPERIENCING_HOMELESSNESS
2020,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latinx,1888
2020,CA-513,"Kings, Tulare Counties CoC",Not Hispanic/Latinx,1656
2020,CA-513,"Kings, Tulare Counties CoC",Unknown,*
2020,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latinx,2095
2020,CA-514,"Fresno, Madera Counties CoC",Not Hispanic/Latinx,2114
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,21
2020,CA-515,Placer County CoC,Hispanic/Latinx,335
2020,CA-515,Placer County CoC,Not Hispanic/Latinx,1363
2020,CA-515,Placer County CoC,Unknown,41
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latinx,109
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Not Hispanic/Latinx,1139
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,217
2020,CA-517,Napa County CoC,Hispanic/Latinx,639
2020,CA-517,Napa County CoC,Not Hispanic/Latinx,685
2020,CA-517,Napa County CoC,Unknown,47
2020,CA-518,Solano County CoC,Hispanic/Latinx,247
2020,CA-518,Solano County CoC,Not Hispanic/Latinx,1155
2020,CA-518,Solano County CoC,Unknown,29
2020,CA-519,Butte County CoC,Hispanic/Latinx,262
2020,CA-519,Butte County CoC,Not Hispanic/Latinx,1536
2020,CA-519,Butte County CoC,Unknown,37
2020,CA-520,Merced County CoC,Hispanic/Latinx,2292
2020,CA-520,Merced County CoC,Not Hispanic/Latinx,1558
2020,CA-520,Merced County CoC,Unknown,*
2020,CA-521,Yolo County CoC,Hispanic/Latinx,483
2020,CA-521,Yolo County CoC,Not Hispanic/Latinx,1037
2020,CA-521,Yolo County CoC,Unknown,61
2020,CA-522,Humboldt County CoC,Hispanic/Latinx,104
2020,CA-522,Humboldt County CoC,Not Hispanic/Latinx,1120
2020,CA-522,Humboldt County CoC,Unknown,520
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latinx,174
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Not Hispanic/Latinx,332
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2020,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latinx,171
2020,CA-524,"Yuba, Sutter Counties CoC",Not Hispanic/Latinx,547
2020,CA-525,El Dorado County CoC,Hispanic/Latinx,42
2020,CA-525,El Dorado County CoC,Not Hispanic/Latinx,234
2020,CA-525,El Dorado County CoC,Unknown,*
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latinx,58
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Not Hispanic/Latinx,327
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2020,CA-527,Tehama County CoC,Hispanic/Latinx,49
2020,CA-527,Tehama County CoC,Not Hispanic/Latinx,386
2020,CA-527,Tehama County CoC,Unknown,*
2020,CA-529,Lake County CoC,Hispanic/Latinx,35
2020,CA-529,Lake County CoC,Not Hispanic/Latinx,183
2020,CA-529,Lake County CoC,Unknown,*
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Hispanic/Latinx,47
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Not Hispanic/Latinx,156
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,18
2020,CA-531,Nevada County CoC,Hispanic/Latinx,43
2020,CA-531,Nevada County CoC,Not Hispanic/Latinx,492
2020,CA-531,Nevada County CoC,Unknown,14
2020,CA-600,Los Angeles County CoC,Hispanic/Latinx,30968
2020,CA-600,Los Angeles County CoC,Not Hispanic/Latinx,54031
2020,CA-600,Los Angeles County CoC,Unknown,3616
2020,CA-601,San Diego County CoC,Hispanic/Latinx,6189
2020,CA-601,San Diego County CoC,Not Hispanic/Latinx,12941
2020,CA-601,San Diego County CoC,Unknown,1359
2020,CA-602,Orange County CoC,Hispanic/Latinx,5292
2020,CA-602,Orange County CoC,Not Hispanic/Latinx,6885
2020,CA-602,Orange County CoC,Unknown,139
2020,CA-603,Santa Barbara County CoC,Hispanic/Latinx,1344
2020,CA-603,Santa Barbara County CoC,Not Hispanic/Latinx,1472
2020,CA-603,Santa Barbara County CoC,Unknown,85
2020,CA-604,Kern County CoC,Hispanic/Latinx,2107
2020,CA-604,Kern County CoC,Not Hispanic/Latinx,3601
2020,CA-604,Kern County CoC,Unknown,*
2020,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latinx,894
2020,CA-606,Long Beach CoC (Los Angeles County),Not Hispanic/Latinx,2577
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,88
2020,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latinx,308
2020,CA-607,Pasadena CoC (Los Angeles County),Not Hispanic/Latinx,609
2020,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
2020,CA-608,Riverside County CoC,Hispanic/Latinx,3313
2020,CA-608,Riverside County CoC,Not Hispanic/Latinx,5637
2020,CA-608,Riverside County CoC,Unknown,45
2020,CA-609,San Bernardino County CoC,Hispanic/Latinx,3341
2020,CA-609,San Bernardino County CoC,Not Hispanic/Latinx,5970
2020,CA-609,San Bernardino County CoC,Unknown,24
2020,CA-611,Ventura County CoC,Hispanic/Latinx,1038
2020,CA-611,Ventura County CoC,Not Hispanic/Latinx,1193
2020,CA-611,Ventura County CoC,Unknown,*
2020,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latinx,220
2020,CA-612,Glendale CoC (Los Angeles County),Not Hispanic/Latinx,273
2020,CA-613,Imperial County CoC,Hispanic/Latinx,753
2020,CA-613,Imperial County CoC,Not Hispanic/Latinx,171
2020,CA-613,Imperial County CoC,Unknown,81
2020,CA-614,San Luis Obispo County CoC,Hispanic/Latinx,568
2020,CA-614,San Luis Obispo County CoC,Not Hispanic/Latinx,1110
2020,CA-614,San Luis Obispo County CoC,Unknown,18
2021,All,California,Hispanic/Latinx,97528
2021,All,California,Not Hispanic/Latinx,166521
2021,All,California,Unknown,9531
2021,CA-500,Santa Clara County CoC,Hispanic/Latinx,7842
2021,CA-500,Santa Clara County CoC,Not Hispanic/Latinx,6687
2021,CA-500,Santa Clara County CoC,Unknown,266
2021,CA-501,San Francisco CoC,Hispanic/Latinx,3829
2021,CA-501,San Francisco CoC,Not Hispanic/Latinx,9795
2021,CA-501,San Francisco CoC,Unknown,308
2021,CA-502,Alameda County CoC,Hispanic/Latinx,1820
2021,CA-502,Alameda County CoC,Not Hispanic/Latinx,8020
2021,CA-502,Alameda County CoC,Unknown,152
2021,CA-503,Sacramento County CoC,Hispanic/Latinx,1969
2021,CA-503,Sacramento County CoC,Not Hispanic/Latinx,8195
2021,CA-503,Sacramento County CoC,Unknown,322
2021,CA-504,Sonoma County CoC,Hispanic/Latinx,1049
2021,CA-504,Sonoma County CoC,Not Hispanic/Latinx,2738
2021,CA-504,Sonoma County CoC,Unknown,25
2021,CA-505,Contra Costa County CoC,Hispanic/Latinx,1436
2021,CA-505,Contra Costa County CoC,Not Hispanic/Latinx,5129
2021,CA-505,Contra Costa County CoC,Unknown,106
2021,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latinx,1183
2021,CA-506,"Monterey, San Benito Counties CoC",Not Hispanic/Latinx,840
2021,CA-506,"Monterey, San Benito Counties CoC",Unknown,28
2021,CA-507,Marin County CoC,Hispanic/Latinx,375
2021,CA-507,Marin County CoC,Not Hispanic/Latinx,1242
2021,CA-507,Marin County CoC,Unknown,145
2021,CA-508,Santa Cruz County CoC,Hispanic/Latinx,1216
2021,CA-508,Santa Cruz County CoC,Not Hispanic/Latinx,1312
2021,CA-508,Santa Cruz County CoC,Unknown,94
2021,CA-509,Mendocino County CoC,Hispanic/Latinx,293
2021,CA-509,Mendocino County CoC,Not Hispanic/Latinx,998
2021,CA-509,Mendocino County CoC,Unknown,*
2021,CA-510,Stanislaus County CoC,Hispanic/Latinx,1920
2021,CA-510,Stanislaus County CoC,Not Hispanic/Latinx,2977
2021,CA-510,Stanislaus County CoC,Unknown,22
2021,CA-511,San Joaquin County CoC,Hispanic/Latinx,2296
2021,CA-511,San Joaquin County CoC,Not Hispanic/Latinx,4349
2021,CA-511,San Joaquin County CoC,Unknown,79
2021,CA-512,San Mateo County CoC,Hispanic/Latinx,1511
2021,CA-512,San Mateo County CoC,Not Hispanic/Latinx,3011
2021,CA-512,San Mateo County CoC,Unknown,61
2021,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latinx,2232
2021,CA-513,"Kings, Tulare Counties CoC",Not Hispanic/Latinx,1766
2021,CA-513,"Kings, Tulare Counties CoC",Unknown,*
2021,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latinx,2883
2021,CA-514,"Fresno, Madera Counties CoC",Not Hispanic/Latinx,3158
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,104
2021,CA-515,Placer County CoC,Hispanic/Latinx,377
2021,CA-515,Placer County CoC,Not Hispanic/Latinx,1601
2021,CA-515,Placer County CoC,Unknown,53
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latinx,176
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Not Hispanic/Latinx,1520
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,93
2021,CA-517,Napa County CoC,Hispanic/Latinx,246
2021,CA-517,Napa County CoC,Not Hispanic/Latinx,489
2021,CA-517,Napa County CoC,Unknown,15
2021,CA-518,Solano County CoC,Hispanic/Latinx,254
2021,CA-518,Solano County CoC,Not Hispanic/Latinx,1279
2021,CA-518,Solano County CoC,Unknown,43
2021,CA-519,Butte County CoC,Hispanic/Latinx,295
2021,CA-519,Butte County CoC,Not Hispanic/Latinx,1707
2021,CA-519,Butte County CoC,Unknown,47
2021,CA-520,Merced County CoC,Hispanic/Latinx,2750
2021,CA-520,Merced County CoC,Not Hispanic/Latinx,1932
2021,CA-520,Merced County CoC,Unknown,13
2021,CA-521,Yolo County CoC,Hispanic/Latinx,493
2021,CA-521,Yolo County CoC,Not Hispanic/Latinx,952
2021,CA-521,Yolo County CoC,Unknown,43
2021,CA-522,Humboldt County CoC,Hispanic/Latinx,110
2021,CA-522,Humboldt County CoC,Not Hispanic/Latinx,1211
2021,CA-522,Humboldt County CoC,Unknown,384
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latinx,216
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Not Hispanic/Latinx,452
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,12
2021,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latinx,518
2021,CA-524,"Yuba, Sutter Counties CoC",Not Hispanic/Latinx,1640
2021,CA-524,"Yuba, Sutter Counties CoC",Unknown,*
2021,CA-525,El Dorado County CoC,Hispanic/Latinx,47
2021,CA-525,El Dorado County CoC,Not Hispanic/Latinx,313
2021,CA-525,El Dorado County CoC,Unknown,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latinx,58
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Not Hispanic/Latinx,336
2021,CA-527,Tehama County CoC,Hispanic/Latinx,48
2021,CA-527,Tehama County CoC,Not Hispanic/Latinx,216
2021,CA-527,Tehama County CoC,Unknown,17
2021,CA-529,Lake County CoC,Hispanic/Latinx,58
2021,CA-529,Lake County CoC,Not Hispanic/Latinx,343
2021,CA-529,Lake County CoC,Unknown,*
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Hispanic/Latinx,71
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Not Hispanic/Latinx,158
2021,CA-531,Nevada County CoC,Hispanic/Latinx,65
2021,CA-531,Nevada County CoC,Not Hispanic/Latinx,588
2021,CA-531,Nevada County CoC,Unknown,58
2021,CA-600,Los Angeles County CoC,Hispanic/Latinx,31770
2021,CA-600,Los Angeles County CoC,Not Hispanic/Latinx,51326
2021,CA-600,Los Angeles County CoC,Unknown,3320
2021,CA-601,San Diego County CoC,Hispanic/Latinx,7422
2021,CA-601,San Diego County CoC,Not Hispanic/Latinx,14545
2021,CA-601,San Diego County CoC,Unknown,733
2021,CA-602,Orange County CoC,Hispanic/Latinx,6711
2021,CA-602,Orange County CoC,Not Hispanic/Latinx,7601
2021,CA-602,Orange County CoC,Unknown,2403
2021,CA-603,Santa Barbara County CoC,Hispanic/Latinx,1611
2021,CA-603,Santa Barbara County CoC,Not Hispanic/Latinx,1647
2021,CA-603,Santa Barbara County CoC,Unknown,41
2021,CA-604,Kern County CoC,Hispanic/Latinx,3020
2021,CA-604,Kern County CoC,Not Hispanic/Latinx,4940
2021,CA-604,Kern County CoC,Unknown,*
2021,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latinx,886
2021,CA-606,Long Beach CoC (Los Angeles County),Not Hispanic/Latinx,2680
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,150
2021,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latinx,272
2021,CA-607,Pasadena CoC (Los Angeles County),Not Hispanic/Latinx,455
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
2021,CA-608,Riverside County CoC,Hispanic/Latinx,3170
2021,CA-608,Riverside County CoC,Not Hispanic/Latinx,4870
2021,CA-608,Riverside County CoC,Unknown,74
2021,CA-609,San Bernardino County CoC,Hispanic/Latinx,3468
2021,CA-609,San Bernardino County CoC,Not Hispanic/Latinx,5352
2021,CA-609,San Bernardino County CoC,Unknown,20
2021,CA-611,Ventura County CoC,Hispanic/Latinx,1055
2021,CA-611,Ventura County CoC,Not Hispanic/Latinx,1224
2021,CA-611,Ventura County CoC,Unknown,35
2021,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latinx,189
2021,CA-612,Glendale CoC (Los Angeles County),Not Hispanic/Latinx,343
2021,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2021,CA-613,Imperial County CoC,Hispanic/Latinx,1269
2021,CA-613,Imperial County CoC,Not Hispanic/Latinx,251
2021,CA-613,Imperial County CoC,Unknown,149
2021,CA-614,San Luis Obispo County CoC,Hispanic/Latinx,845
2021,CA-614,San Luis Obispo County CoC,Not Hispanic/Latinx,1429
2021,CA-614,San Luis Obispo County CoC,Unknown,77
2022,All,California,Hispanic/Latinx,115627
2022,All,California,Not Hispanic/Latinx,188672
2022,All,California,Unknown,12135
2022,CA-500,Santa Clara County CoC,Hispanic/Latinx,8907
2022,CA-500,Santa Clara County CoC,Not Hispanic/Latinx,7420
2022,CA-500,Santa Clara County CoC,Unknown,285
2022,CA-501,San Francisco CoC,Hispanic/Latinx,4987
2022,CA-501,San Francisco CoC,Not Hispanic/Latinx,12927
2022,CA-501,San Francisco CoC,Unknown,382
2022,CA-502,Alameda County CoC,Hispanic/Latinx,2214
2022,CA-502,Alameda County CoC,Not Hispanic/Latinx,9018
2022,CA-502,Alameda County CoC,Unknown,137
2022,CA-503,Sacramento County CoC,Hispanic/Latinx,2295
2022,CA-503,Sacramento County CoC,Not Hispanic/Latinx,8909
2022,CA-503,Sacramento County CoC,Unknown,349
2022,CA-504,Sonoma County CoC,Hispanic/Latinx,1114
2022,CA-504,Sonoma County CoC,Not Hispanic/Latinx,2785
2022,CA-504,Sonoma County CoC,Unknown,34
2022,CA-505,Contra Costa County CoC,Hispanic/Latinx,1783
2022,CA-505,Contra Costa County CoC,Not Hispanic/Latinx,6508
2022,CA-505,Contra Costa County CoC,Unknown,185
2022,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latinx,1311
2022,CA-506,"Monterey, San Benito Counties CoC",Not Hispanic/Latinx,916
2022,CA-506,"Monterey, San Benito Counties CoC",Unknown,35
2022,CA-507,Marin County CoC,Hispanic/Latinx,461
2022,CA-507,Marin County CoC,Not Hispanic/Latinx,1283
2022,CA-507,Marin County CoC,Unknown,48
2022,CA-508,Santa Cruz County CoC,Hispanic/Latinx,1000
2022,CA-508,Santa Cruz County CoC,Not Hispanic/Latinx,1005
2022,CA-508,Santa Cruz County CoC,Unknown,55
2022,CA-509,Mendocino County CoC,Hispanic/Latinx,308
2022,CA-509,Mendocino County CoC,Not Hispanic/Latinx,1250
2022,CA-509,Mendocino County CoC,Unknown,24
2022,CA-510,Stanislaus County CoC,Hispanic/Latinx,2522
2022,CA-510,Stanislaus County CoC,Not Hispanic/Latinx,3778
2022,CA-510,Stanislaus County CoC,Unknown,46
2022,CA-511,San Joaquin County CoC,Hispanic/Latinx,3262
2022,CA-511,San Joaquin County CoC,Not Hispanic/Latinx,6043
2022,CA-511,San Joaquin County CoC,Unknown,103
2022,CA-512,San Mateo County CoC,Hispanic/Latinx,1855
2022,CA-512,San Mateo County CoC,Not Hispanic/Latinx,3238
2022,CA-512,San Mateo County CoC,Unknown,85
2022,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latinx,3789
2022,CA-513,"Kings, Tulare Counties CoC",Not Hispanic/Latinx,2343
2022,CA-513,"Kings, Tulare Counties CoC",Unknown,*
2022,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latinx,3713
2022,CA-514,"Fresno, Madera Counties CoC",Not Hispanic/Latinx,4055
2022,CA-514,"Fresno, Madera Counties CoC",Unknown,215
2022,CA-515,Placer County CoC,Hispanic/Latinx,466
2022,CA-515,Placer County CoC,Not Hispanic/Latinx,1939
2022,CA-515,Placer County CoC,Unknown,67
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latinx,250
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Not Hispanic/Latinx,1768
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,85
2022,CA-517,Napa County CoC,Hispanic/Latinx,337
2022,CA-517,Napa County CoC,Not Hispanic/Latinx,554
2022,CA-517,Napa County CoC,Unknown,16
2022,CA-518,Solano County CoC,Hispanic/Latinx,237
2022,CA-518,Solano County CoC,Not Hispanic/Latinx,1029
2022,CA-518,Solano County CoC,Unknown,*
2022,CA-519,Butte County CoC,Hispanic/Latinx,367
2022,CA-519,Butte County CoC,Not Hispanic/Latinx,2105
2022,CA-519,Butte County CoC,Unknown,81
2022,CA-520,Merced County CoC,Hispanic/Latinx,3217
2022,CA-520,Merced County CoC,Not Hispanic/Latinx,2158
2022,CA-520,Merced County CoC,Unknown,23
2022,CA-521,Yolo County CoC,Hispanic/Latinx,437
2022,CA-521,Yolo County CoC,Not Hispanic/Latinx,887
2022,CA-521,Yolo County CoC,Unknown,72
2022,CA-522,Humboldt County CoC,Hispanic/Latinx,238
2022,CA-522,Humboldt County CoC,Not Hispanic/Latinx,1701
2022,CA-522,Humboldt County CoC,Unknown,575
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latinx,161
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Not Hispanic/Latinx,455
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2022,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latinx,652
2022,CA-524,"Yuba, Sutter Counties CoC",Not Hispanic/Latinx,1905
2022,CA-524,"Yuba, Sutter Counties CoC",Unknown,14
2022,CA-525,El Dorado County CoC,Hispanic/Latinx,82
2022,CA-525,El Dorado County CoC,Not Hispanic/Latinx,394
2022,CA-525,El Dorado County CoC,Unknown,19
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latinx,158
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Not Hispanic/Latinx,604
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2022,CA-527,Tehama County CoC,Hispanic/Latinx,110
2022,CA-527,Tehama County CoC,Not Hispanic/Latinx,508
2022,CA-527,Tehama County CoC,Unknown,50
2022,CA-529,Lake County CoC,Hispanic/Latinx,59
2022,CA-529,Lake County CoC,Not Hispanic/Latinx,274
2022,CA-529,Lake County CoC,Unknown,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Hispanic/Latinx,28
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Not Hispanic/Latinx,85
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2022,CA-531,Nevada County CoC,Hispanic/Latinx,105
2022,CA-531,Nevada County CoC,Not Hispanic/Latinx,797
2022,CA-531,Nevada County CoC,Unknown,76
2022,CA-600,Los Angeles County CoC,Hispanic/Latinx,34766
2022,CA-600,Los Angeles County CoC,Not Hispanic/Latinx,53497
2022,CA-600,Los Angeles County CoC,Unknown,3743
2022,CA-601,San Diego County CoC,Hispanic/Latinx,8681
2022,CA-601,San Diego County CoC,Not Hispanic/Latinx,15937
2022,CA-601,San Diego County CoC,Unknown,526
2022,CA-602,Orange County CoC,Hispanic/Latinx,9184
2022,CA-602,Orange County CoC,Not Hispanic/Latinx,9591
2022,CA-602,Orange County CoC,Unknown,4055
2022,CA-603,Santa Barbara County CoC,Hispanic/Latinx,1946
2022,CA-603,Santa Barbara County CoC,Not Hispanic/Latinx,1861
2022,CA-603,Santa Barbara County CoC,Unknown,30
2022,CA-604,Kern County CoC,Hispanic/Latinx,3430
2022,CA-604,Kern County CoC,Not Hispanic/Latinx,5115
2022,CA-604,Kern County CoC,Unknown,12
2022,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latinx,1068
2022,CA-606,Long Beach CoC (Los Angeles County),Not Hispanic/Latinx,3290
2022,CA-606,Long Beach CoC (Los Angeles County),Unknown,118
2022,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latinx,411
2022,CA-607,Pasadena CoC (Los Angeles County),Not Hispanic/Latinx,661
2022,CA-607,Pasadena CoC (Los Angeles County),Unknown,26
2022,CA-608,Riverside County CoC,Hispanic/Latinx,4026
2022,CA-608,Riverside County CoC,Not Hispanic/Latinx,5727
2022,CA-608,Riverside County CoC,Unknown,221
2022,CA-609,San Bernardino County CoC,Hispanic/Latinx,3838
2022,CA-609,San Bernardino County CoC,Not Hispanic/Latinx,6392
2022,CA-609,San Bernardino County CoC,Unknown,68
2022,CA-611,Ventura County CoC,Hispanic/Latinx,1345
2022,CA-611,Ventura County CoC,Not Hispanic/Latinx,1470
2022,CA-611,Ventura County CoC,Unknown,46
2022,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latinx,233
2022,CA-612,Glendale CoC (Los Angeles County),Not Hispanic/Latinx,471
2022,CA-613,Imperial County CoC,Hispanic/Latinx,1518
2022,CA-613,Imperial County CoC,Not Hispanic/Latinx,248
2022,CA-613,Imperial County CoC,Unknown,74
2022,CA-614,San Luis Obispo County CoC,Hispanic/Latinx,994
2022,CA-614,San Luis Obispo County CoC,Not Hispanic/Latinx,1722
2022,CA-614,San Luis Obispo County CoC,Unknown,144
