fileyear,Program,Level,Number,Person,Cases,Medi-Cal,ACA,FPACT,CalFresh,CalWorks,IHSS,Child Welfare,Foster Care,DDS,WIC,Black,White,Hispanic,Asian_PI,Native American/Other/Unknown,Female,Male,Unknown/Other Gender,age1 missing,17 and Under,18 and Over,age2 missing,18-64,65 and Over,18 to 59,60 and Over,1 program,2 programs,3 programs,4 programs,5+ programs,1 department,2 departments,3 departments,4 departments,fc age missing,age 0,1 to 2,3 to 5,6 to 10,11 to 15,16 to 17,18 to 20,less than 19,20 to 24,25 to 29,30 to 34,35 and over,wic age 0,wic age 1,wic age 2,wic age 3,wic age 4,wic age 5 to 19,wic age 20 and Over
2015,CalFresh,State Assembly,District Missing,131232,89614,119059,,6401,,31478,658,5819,1442,0,14842,23870,43575,42639,8362,12786,62004,69228,,,40168,,,87725,3339,83205,7859,10982,75182,33418,10420,1230,11269,105306,14657,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 01,53141,26395,50643,,2204,,14869,650,1709,535,0,8076,998,40720,5418,1408,4597,27802,25339,,,21206,,,30339,1596,28787,3148,2200,29591,16027,4807,516,2249,42887,8005,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 02,55439,29728,52343,,2608,,13182,834,1878,438,0,8047,1185,32040,11814,2430,7970,29009,26430,,,22671,,,30798,1970,29150,3618,2688,31825,16193,4260,473,2737,44694,8008,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 03,71609,32192,69105,,2659,,22821,680,2057,528,0,12146,2331,41064,19123,4710,4381,37455,34154,,,32464,,,37596,1549,36076,3069,2123,37928,23776,7161,621,2209,57308,12092,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 04,39766,20706,37802,,1431,,9187,647,802,174,0,6471,1583,17849,15485,1969,2880,21208,18558,,,18187,,,20077,1502,18913,2666,1744,23041,11869,2896,216,1783,31575,6408,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 05,58464,25710,56032,,1422,,17241,483,1572,425,0,10372,1026,28570,23661,685,4522,30833,27631,,,28255,,,28580,1629,26964,3245,2178,31778,18610,5474,424,2241,45956,10267,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 06,21378,11474,19836,,524,,5521,278,556,200,0,2683,963,13180,3454,1207,2574,11574,9804,,,8999,,,11520,859,10843,1536,1427,12222,6162,1420,147,1447,17307,2624,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 07,84941,43626,81195,,2643,,31806,805,2076,416,0,14549,18819,21213,20670,13241,10998,45849,39092,,,40404,,,42659,1878,40840,3697,3283,40620,31323,9074,641,3364,67198,14379,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 08,72290,37815,69010,,2295,,28573,683,1763,427,0,12522,14346,26706,12048,6200,12990,39306,32984,,,33035,,,37745,1510,36197,3058,2889,33534,26963,8255,649,2964,56953,12373,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 09,68631,32408,65623,,1659,,25312,576,1183,297,0,12085,16693,11266,18456,15878,6338,37422,31209,,,34866,,,32152,1613,30685,3080,2668,33201,25441,6940,381,2729,53992,11910,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 10,25896,15424,24528,,1026,,5159,549,585,93,0,3779,1441,10022,10949,1678,1806,13873,12023,,,12582,,,11897,1417,10945,2369,1245,15379,7690,1465,117,1264,20885,3747,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 11,49934,25345,47224,,1830,,17244,372,966,254,0,7538,14185,13134,12708,4553,5354,27842,22092,,,24135,,,24632,1167,23531,2268,2377,25018,17784,4442,313,2426,40111,7397,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 12,63841,33165,60691,,1607,,19479,459,1093,265,0,9974,3000,25503,28732,2959,3647,34711,29130,,,30383,,,31778,1680,30465,2993,2840,34674,20700,5286,341,2909,51084,9848,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 13,96242,43930,92810,,2878,,36182,483,1692,417,0,18017,16873,16398,42550,13592,6829,52291,43951,,,49623,,,44732,1887,42914,3705,2970,46683,35023,10943,623,3068,75351,17823,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 14,42413,22739,40163,,1575,,12985,438,693,156,0,6262,12092,9476,11134,4918,4793,23366,19047,,,19818,,,21078,1517,19873,2722,1991,22597,14167,3453,205,2043,34193,6177,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 15,34146,19317,31927,,1831,,9766,388,666,144,0,5122,13449,3886,9898,3401,3512,19116,15030,,,15468,,,17309,1369,16268,2410,1916,17978,11235,2822,195,1945,27149,5052,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 16,7680,4106,7110,,207,,1953,84,113,29,0,981,601,2681,2014,1000,1384,4327,3353,,,3430,,,3692,558,3391,859,523,4411,2241,465,40,532,6182,966,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 17,37322,24456,34889,,1585,,7368,997,1177,129,0,4941,8423,4384,8547,10789,5179,18901,18421,,,13984,,,20983,2355,18880,4458,2188,22194,10296,2413,231,2243,30177,4902,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 18,69029,37119,65272,,4064,,21994,759,1579,326,0,11543,27605,4244,20066,11748,5366,38245,30784,,,32546,,,34234,2249,32062,4421,3268,34489,23521,7334,417,3353,54275,11401,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 19,19893,12692,18407,,706,,2958,542,368,91,0,2498,1794,2583,4387,8182,2947,10820,9073,,,7681,,,10258,1954,8949,3263,1309,12703,4964,827,90,1337,16098,2458,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 20,35228,18056,33166,,1346,,9918,471,530,122,0,5699,6537,4711,13596,6160,4224,19828,15400,,,17216,,,16237,1775,15034,2978,1811,18799,11680,2785,153,1842,27807,5579,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 21,107518,50149,104188,,2555,,39830,562,2428,605,0,20452,5794,25372,67239,5895,3218,57150,50368,,,56928,,,48706,1884,46732,3858,2935,52700,39134,11970,779,3035,84189,20294,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 22,16950,9826,15927,,451,,2392,224,387,115,0,2802,716,3181,8484,2728,1841,9089,7861,,,8558,,,7130,1262,6493,1899,935,10741,4457,743,74,950,13232,2768,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 23,91099,45152,86327,,3492,,30660,714,1634,516,0,17955,10722,20526,40757,11609,7485,49733,41366,,,45035,,,44514,1550,42959,3105,4121,44454,31905,9966,653,4203,69179,17717,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 24,16497,8983,15583,,549,,3107,217,315,38,0,2874,1385,2199,9112,2668,1133,8884,7613,,,9085,,,6307,1105,5755,1657,815,9746,4970,906,60,834,12832,2831,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 25,23337,12493,22155,,659,,5213,317,392,67,0,2984,1708,3054,7932,8236,2407,12801,10536,,,10458,,,11463,1416,10302,2577,1069,14348,6476,1357,87,1086,19314,2937,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 26,126468,55173,122455,,3516,,43319,430,2140,543,0,24259,2587,24941,86369,6654,5917,67468,59000,,,67933,,,55728,2807,53399,5136,3603,64396,44411,13342,716,3702,98644,24122,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 27,52741,27371,50679,,1654,,12287,575,1157,162,0,8241,2578,4129,27676,15328,3030,27890,24851,,,26954,,,23768,2019,21768,4019,1818,31247,15998,3375,303,1874,42719,8148,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 28,16815,9723,15873,,496,,3861,287,328,74,0,2283,1304,3940,7099,2712,1760,8933,7882,,,7821,,,8059,935,7437,1557,859,9915,4979,994,68,877,13689,2249,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 29,30124,18339,28271,,1311,,6538,482,492,97,0,4450,1512,10663,12925,2310,2714,16128,13996,,,13554,,,15131,1439,14048,2522,1652,17559,8907,1857,149,1671,24051,4402,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 30,63707,29315,61811,,1930,,19229,629,947,175,0,14103,858,6219,51614,2403,2613,34275,29432,,,39223,,,22789,1695,21686,2798,1622,32309,23307,6158,311,1698,47986,14023,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 31,147632,68188,142168,,4582,,51391,767,2543,531,0,32557,10088,14250,96656,18748,7890,77675,69957,,,82753,,,62863,2016,60283,4596,4773,70718,54052,17188,901,4925,110355,32352,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 32,102557,46412,99558,,2863,,36309,365,2161,633,0,23646,7203,12275,77245,1883,3951,55204,47353,,,59504,,,41424,1629,39841,3212,2539,49279,37325,12694,720,2658,76450,23449,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 33,123498,57535,115878,,3133,,47398,944,3073,831,0,20666,22766,35828,55640,2211,7053,66189,57309,,,59255,,,61617,2626,58893,5350,6809,58069,43728,14022,870,7017,96133,20348,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 34,72802,37666,69440,,2188,,26403,216,1844,651,0,14966,8066,25465,34200,1695,3376,39613,33189,,,37009,,,34393,1400,33050,2743,2886,35060,25209,9017,630,2970,55080,14752,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 35,45286,21630,43578,,1652,,13809,429,1149,248,0,9291,1107,30558,8486,2407,2728,24404,20882,,,24584,,,19476,1226,18469,2233,1485,22978,15896,4584,343,1525,34532,9229,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 36,89555,42151,84480,,3406,,39597,759,5353,901,0,15879,27017,17394,39583,1164,4397,48818,40737,,,44802,,,43454,1299,41896,2857,4359,36232,35208,12261,1495,4577,69319,15659,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 37,36231,19636,33940,,1566,,8187,246,785,164,0,5763,775,14499,16432,2411,2114,19253,16978,,,17681,,,17225,1325,16097,2453,2055,20656,10945,2366,209,2089,28441,5701,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 38,24232,13081,22251,,1099,,6315,328,767,132,0,3192,1417,8658,10271,1405,2481,13074,11158,,,11171,,,11965,1096,11231,1830,1770,13008,7605,1666,183,1812,19286,3134,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 39,60584,31422,57330,,4478,,19474,649,2210,334,0,10296,3036,8964,44582,1131,2871,32149,28435,,,31613,,,27196,1775,25528,3443,2649,29260,21694,6179,802,2782,47640,10162,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 40,84082,43012,78439,,3208,,30847,713,2051,654,0,15108,15263,13908,46542,3115,5254,45821,38261,,,41923,,,40298,1861,38540,3619,4917,38959,29878,9675,653,5077,64134,14871,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 41,31686,17548,29137,,1913,,9177,374,977,371,0,4604,5420,6123,15485,1201,3457,16804,14882,,,14353,,,16388,945,15503,1830,2206,16063,10459,2643,315,2254,24925,4507,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 42,68846,36242,63685,,2263,,21404,848,2310,611,0,10791,6524,26496,29359,1576,4891,36771,32075,,,30761,,,35788,2297,33664,4421,4640,35002,21996,6536,672,4760,53478,10608,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 43,37418,20790,35526,,1914,,11965,998,546,63,0,4338,1609,20990,11323,1731,1765,19738,17680,,,13672,,,22197,1549,20663,3083,1670,19435,13313,2785,215,1703,31420,4295,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 44,41557,20659,39078,,1336,,8638,265,801,222,0,7577,1092,7373,27481,3519,2092,21974,19583,,,23273,,,16739,1545,15726,2558,2248,23848,12708,2584,169,2275,31791,7491,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 45,35052,18709,33002,,2236,,9747,481,945,133,0,4984,2803,9509,17629,2011,3100,18953,16099,,,16436,,,17124,1492,15784,2832,1810,18584,11531,2781,346,1853,28248,4951,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 46,52832,28256,50403,,4205,,18320,677,1871,287,0,9533,3747,9946,34659,1856,2624,28726,24106,,,28563,,,22508,1761,21001,3268,2018,24205,19874,5934,801,2089,41297,9446,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 47,105258,51609,98743,,3954,,35812,769,1901,618,0,19395,14173,9369,73470,2322,5924,57078,48180,,,55599,,,47283,2376,44926,4733,5633,51063,36948,10858,756,5800,80398,19060,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 48,50203,27888,47584,,3048,,17127,321,1598,431,0,9352,1786,4653,37968,2816,2980,27299,22904,,,26811,,,22185,1207,20963,2429,2198,23640,18343,5409,613,2293,38673,9237,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 49,39679,22303,37682,,2234,,11281,342,985,176,0,6514,848,2284,24527,10312,1708,20937,18742,,,19132,,,19444,1103,17890,2657,1697,21257,12813,3516,396,1766,31467,6446,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 50,16051,11958,14484,,1243,,3472,345,302,59,0,1639,2364,5843,5392,613,1839,8094,7957,,,5264,,,9711,1076,8890,1897,1405,9022,4525,990,109,1423,13003,1625,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 51,66919,36838,63246,,5471,,23389,511,2399,502,0,12696,2191,2965,56756,3172,1835,35715,31204,,,36380,,,28869,1670,27187,3352,2985,30174,24872,7809,1079,3097,51275,12547,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 52,74895,37004,70140,,3744,,23736,438,2042,397,0,14393,5789,7154,54732,2142,5078,40380,34515,,,40559,,,32720,1616,31107,3229,4063,36117,26513,7494,708,4202,56497,14196,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 53,81592,52208,76757,,8446,,25361,564,2688,307,0,15274,8317,3632,61411,3556,4676,40459,41133,,,42866,,,36717,2009,34253,4473,3873,37696,29899,8973,1151,4021,62436,15135,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 54,48897,32451,44759,,4183,,16334,616,1710,280,0,7523,20146,4630,18382,870,4869,25689,23208,,,20438,,,26959,1500,25375,3084,3567,22398,16808,5425,699,3654,37798,7445,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 55,22283,11198,20783,,813,,5875,197,413,142,0,3601,1008,4376,12423,2755,1721,12225,10058,,,11410,,,9936,937,9245,1628,1329,12160,6992,1672,130,1348,17402,3533,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 56,96526,39951,92155,,2911,,31821,802,2019,544,0,16941,3001,9117,80124,596,3688,52303,44223,,,51218,,,43105,2203,40853,4455,3870,49286,33396,9339,635,4017,75678,16831,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 57,44620,24461,41978,,2631,,15370,326,1376,301,0,8426,1074,3656,35520,1841,2529,24374,20246,,,23521,,,19889,1210,18767,2332,2224,20779,16167,4832,618,2306,34034,8280,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 58,50872,28005,47848,,3415,,17359,508,1657,349,0,9239,3060,3266,39736,1732,3078,27950,22922,,,26604,,,22828,1440,21559,2709,2527,23536,18660,5462,687,2629,39153,9090,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 59,130913,74157,124690,,11665,,56048,771,6165,895,0,28137,36317,1719,86602,401,5874,70174,60739,,,74630,,,54339,1944,51993,4290,5059,50013,53011,20040,2790,5317,97659,27937,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 60,52311,23982,48637,,1858,,14390,497,877,290,0,9046,3268,8902,34862,1807,3472,28771,23540,,,28698,,,22255,1358,21114,2499,3248,27588,17017,4153,305,3322,40092,8897,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 61,73383,32878,68568,,2822,,23978,625,1636,527,0,13410,14012,9891,41807,1882,5791,40631,32752,,,39170,,,32976,1237,31647,2566,4127,35908,25495,7281,572,4223,56002,13158,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 62,56396,34908,52358,,4331,,20033,567,1661,323,0,10027,20307,3116,26796,1219,4958,30696,25700,,,26985,,,27916,1495,26461,2950,3379,25027,20757,6531,702,3490,43054,9852,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 63,71280,36123,67803,,5075,,26353,482,2090,384,0,14655,7036,2627,55689,1979,3949,39162,32118,,,41400,,,28388,1492,26938,2942,2908,31190,27300,8904,978,3011,53786,14483,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 64,110269,63274,104353,,9416,,48019,674,5015,806,0,22226,32963,2999,61588,2419,10300,59776,50493,,,58837,,,49752,1680,47851,3581,4873,42580,43764,16767,2285,5107,83159,22003,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 65,51284,25571,48652,,1736,,13199,348,655,156,0,9056,2379,8877,28734,7676,3618,27657,23627,,,27945,,,21704,1635,20169,3170,2315,28580,16362,3775,252,2354,39996,8934,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 66,21649,12188,20110,,1118,,6982,206,442,109,0,3457,4217,3223,9544,1634,3031,11918,9731,,,10305,,,10550,794,9876,1468,1332,10654,7523,1959,181,1359,16915,3375,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 67,53825,29287,49160,,1760,,14506,562,1199,326,0,8619,4604,17553,24783,1648,5237,29475,24350,,,25936,,,26189,1700,24673,3216,4181,28474,16560,4241,369,4272,41117,8436,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 68,27768,14429,26153,,892,,6586,236,481,178,0,4778,1136,6026,15648,2636,2322,15016,12752,,,15473,,,11205,1090,10336,1959,1454,15726,8536,1886,166,1479,21570,4719,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 69,76932,39908,73886,,2505,,19792,389,1011,270,0,15907,1153,5371,58314,9366,2728,40834,36098,,,48633,,,26085,2214,24162,4137,2725,41608,26309,5903,387,2778,58368,15786,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 70,55274,29294,52034,,3449,,20951,471,1993,442,0,9991,10912,5442,28982,4978,4960,29956,25318,,,28025,,,26059,1190,24739,2510,2804,24180,20924,6637,729,2885,42512,9877,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 71,63047,30127,59291,,2019,,21524,466,1033,252,0,10159,4788,20425,15052,2818,19964,33897,29150,,,28128,,,33066,1853,31290,3629,3328,31401,22232,5730,356,3405,49643,9999,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 72,49928,27898,47731,,1444,,8916,383,531,135,0,7092,759,8207,19818,18430,2714,26825,23103,,,24820,,,23110,1998,20735,4373,1975,32598,12733,2458,164,2003,40907,7018,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 73,15093,7909,13710,,488,,2743,192,203,59,0,1978,465,6403,5578,1047,1600,8097,6996,,,7198,,,7054,841,6547,1348,1277,9103,3983,677,53,1295,11843,1955,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 74,17755,10179,16146,,648,,3246,238,202,63,0,1968,627,7308,6023,1521,2276,9500,8255,,,7516,,,9081,1158,8207,2032,1491,10938,4529,737,60,1503,14306,1946,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 75,37148,18512,34397,,1419,,7939,331,600,153,0,7013,1527,9614,18758,3217,4032,20401,16747,,,20117,,,15581,1450,14465,2566,2436,20571,11503,2439,199,2473,27802,6873,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 76,28206,14724,25813,,1271,,5991,240,504,113,0,4893,1695,8191,12593,2859,2868,15374,12832,,,14345,,,12600,1261,11673,2188,2133,15776,8142,1972,183,2165,21228,4813,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 77,15368,8484,14130,,657,,3045,150,135,39,0,1996,1338,4754,2982,3189,3105,8409,6959,,,6685,,,7873,810,7204,1479,1115,9305,4086,813,49,1126,12293,1949,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 78,22330,15138,20147,,1153,,4516,285,362,61,0,2683,2640,7536,7185,2040,2929,11675,10655,,,7959,,,13075,1296,11919,2452,1939,13152,5846,1274,119,1962,17739,2629,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 79,46719,27646,43443,,2081,,13155,401,744,225,0,7540,7879,7053,18806,6611,6370,25836,20883,,,22798,,,22187,1734,20791,3130,2864,24657,15195,3705,298,2922,36403,7394,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,District 80,76868,37193,72354,,3423,,22612,630,1088,285,0,13413,6341,5836,48715,8522,7454,43008,33860,,,40085,,,33848,2935,31614,5169,3938,39972,25823,6647,488,4009,59662,13197,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Assembly,State Assembly Total,4589162,2385161,4337722,,204479,,1461874,40215,116200,26263,0,804778,565031,961683,2351429,354303,356716,2462890,2126272,,,2295513,,,2164810,128839,2046139,247510,219155,2308747,1568614,452833,39813,225266,3568722,795174,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District Missing,23269,11991,21273,,796,,8505,110,589,208,0,4300,3620,7925,8322,1084,2318,13160,10109,,,11492,,,11315,462,10904,873,1823,10382,8169,2733,162,1863,17175,4231,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 01,80513,40415,76099,,2851,,21652,954,2677,858,0,11419,2000,58328,9767,2421,7997,42271,38242,,,31944,,,45879,2690,43407,5162,3965,45641,23492,6661,754,4051,65191,11271,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 02,94890,47850,89988,,4037,,21833,1663,2792,577,0,13908,3183,50982,25460,4193,11072,49615,45275,,,40224,,,50808,3858,47738,6928,4311,55218,27762,6933,666,4397,76671,13822,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 03,77429,40631,72954,,3018,,20966,891,1445,334,0,11435,15678,23434,23233,8294,6790,42097,35332,,,35090,,,39676,2663,37449,4890,3975,42779,24508,5765,402,4054,62108,11267,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 04,132041,63423,126593,,4441,,43355,1268,3305,783,0,21819,10487,69647,29168,8689,14050,70197,61844,,,59819,,,69182,3040,66204,6018,4760,68649,44841,12753,1038,4904,105492,21645,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 05,167941,78473,161220,,4730,,58660,968,2975,724,0,29673,20701,42496,75497,17940,11307,91079,76862,,,84418,,,79869,3654,76593,6930,5921,85076,58727,17194,1023,6098,132506,29337,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 06,169889,84930,162284,,5392,,65400,1564,4454,941,0,28960,45323,35411,36696,31076,21383,90940,78949,,,78966,,,87378,3545,83797,7126,6663,80135,62794,18911,1386,6839,134452,28598,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 07,52350,25508,49535,,1771,,17330,419,960,265,0,7963,12208,13037,16145,4210,6750,29496,22854,,,26239,,,24276,1835,22983,3128,2499,26790,18317,4434,310,2556,41949,7845,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 08,159935,78963,151957,,5256,,51642,1254,3258,945,0,29433,14177,51575,64961,16754,12468,86356,73579,,,76247,,,80277,3411,76874,6814,7020,81542,53979,16293,1101,7170,123666,29099,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 09,103549,55735,97546,,5909,,31910,1144,2255,473,0,16672,41268,8313,29881,15133,8954,57581,45968,,,48119,,,51801,3629,48569,6861,5207,52679,34872,10167,624,5320,81772,16457,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 10,59231,31148,55908,,2026,,15344,812,965,198,0,8806,8676,8070,21758,13929,6798,32889,26342,,,27908,,,28109,3214,25738,5585,2959,33413,18376,4241,242,3007,47584,8640,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 11,59551,37795,54985,,2465,,10582,1545,1624,218,0,7486,10980,7794,13038,19130,8609,30325,29226,,,21798,,,33419,4334,29920,7833,4092,36230,15575,3324,330,4183,47960,7408,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 12,195970,88675,190240,,4997,,68364,1147,3555,881,0,41639,7581,31144,141156,8676,7413,104290,91680,,,113079,,,79461,3430,76090,6801,4949,96079,72187,21553,1202,5151,149459,41360,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 13,33963,18204,31987,,1015,,5573,446,718,164,0,5739,2160,5513,17788,5479,3023,18239,15724,,,17821,,,13733,2409,12509,3633,1787,20832,9530,1675,139,1821,26481,5661,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 14,264367,120707,256150,,7551,,92951,1062,4822,1130,0,57999,14021,29193,191890,17635,11628,140258,124109,,,150315,,,109801,4251,105438,8614,7142,128386,96048,31144,1647,7418,199331,57618,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 15,67094,36465,64136,,2118,,15658,840,1447,231,0,10023,3820,8209,33055,17212,4798,35585,31509,,,33039,,,31106,2949,28557,5498,2635,39699,20144,4242,374,2707,54489,9898,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 16,179117,88470,170833,,5026,,65597,750,4793,1485,0,33531,17403,61278,85571,5845,9020,96237,82880,,,87888,,,87339,3890,83593,7636,7295,87196,62042,21105,1479,7498,138512,33107,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 17,79964,42919,75969,,3398,,18722,1040,1671,356,0,12929,2491,25168,39253,7134,5918,42808,37156,,,38793,,,37928,3243,35366,5805,3511,45644,24815,5538,456,3579,63569,12816,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 18,111631,56441,105958,,8603,,37007,1273,4077,685,0,19474,6868,17976,78104,3111,5572,59986,51645,,,59242,,,48855,3534,45706,6683,4650,52757,40729,11897,1598,4850,87530,19251,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 19,101173,46825,96056,,3474,,25527,641,2223,467,0,19402,2529,40640,45888,7171,4945,53890,47283,,,55442,,,42583,3148,40046,5685,4590,55026,32972,8007,578,4673,77282,19218,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 20,185552,89352,173648,,8043,,60597,1219,4351,1071,0,34195,21808,17509,130435,4523,11277,99708,85844,,,97166,,,84320,4066,80239,8147,10275,90344,64676,18729,1528,10612,141278,33662,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 21,184098,85860,172973,,6189,,74495,1583,7701,1564,0,31672,44988,39356,85969,3149,10636,99794,84304,,,91099,,,89552,3447,86063,6936,9744,81120,68490,22546,2198,10116,142784,31198,,,,,,,,,,,,,,,,,,,,,
