fileyear,Program,Level,Number,Person,Cases,Medi-Cal,ACA,FPACT,CalFresh,CalWorks,IHSS,Child Welfare,Foster Care,DDS,WIC,Black,White,Hispanic,Asian_PI,Native American/Other/Unknown,Female,Male,Unknown/Other Gender,age1 missing,17 and Under,18 and Over,age2 missing,18-64,65 and Over,18 to 59,60 and Over,1 program,2 programs,3 programs,4 programs,5+ programs,1 department,2 departments,3 departments,4 departments,fc age missing,age 0,1 to 2,3 to 5,6 to 10,11 to 15,16 to 17,18 to 20,less than 19,20 to 24,25 to 29,30 to 34,35 and over,wic age 0,wic age 1,wic age 2,wic age 3,wic age 4,wic age 5 to 19,wic age 20 and Over
2018,FPACT,County,Solano,6518,,3205,,,889,126,0,45,11,,494,1183,1086,3188,683,378,5410,1108,,,235,6283,,,,,,3155,2198,964,164,37,5202,1210,106,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Sonoma,11265,,5062,,,795,90,0,108,27,12,695,218,3469,6798,320,460,8835,2430,,,956,10309,,10290,19,,,6028,3905,1165,145,22,9761,1422,82,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Stanislaus,6702,,3847,,,722,165,0,40,,,636,231,1283,4754,225,209,5949,753,,,281,6421,,,,,,2750,2769,952,187,44,5416,1176,110,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Sutter,1234,,642,,,164,39,0,,,,96,36,368,702,78,50,1114,120,,,70,1164,,1164,0,,,570,444,168,,,992,221,21,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Tehama,986,,490,,,147,34,0,14,,,77,,457,464,,39,886,100,,,94,892,,892,0,,,477,320,134,44,11,778,182,,,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Trinity,117,,54,,,17,,0,,,0,,,85,11,,17,92,25,,,,,,107,0,,,61,35,13,,,94,,,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Tulare,8599,,5195,,,1377,303,0,73,26,,1010,115,1091,7078,167,148,7466,1133,,,552,8047,,8047,0,,,3248,3265,1641,363,82,6367,2009,223,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Tuolumne,167,,72,,,26,,0,,0,0,,,125,31,,,156,11,,,,,,157,0,,,93,46,25,,,137,,,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Ventura,12950,,6597,,,998,101,,67,14,,1291,223,2494,9483,397,353,11319,1631,,,445,12505,,,,,,6159,4748,1846,169,28,10719,2118,113,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Yolo,3241,,1591,,,436,81,0,59,23,,227,113,696,2003,299,130,2786,455,,,445,2796,,,,,,1569,1093,460,98,21,2583,616,42,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,Yuba,835,,422,,,144,31,0,,,,65,43,309,402,37,44,735,100,,,55,780,,780,0,,,395,259,138,,,637,181,17,0,,,,,,,,,,,,,,,,,,,,
2018,FPACT,County,County Total,910807,,423063,,,106503,20567,44,10909,1300,974,64560,72191,128555,623882,55803,30376,729575,181232,,,40751,870056,,869319,737,,,471713,290997,116150,25134,6813,747225,148442,15097,43,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District Missing,6014,,5966,,20,1167,56,,65,18,1128,33,1047,2254,1844,397,472,3519,2495,,,527,5487,,3093,2394,,,37,3682,2150,128,17,45,4832,1116,21,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 01,6120,,6097,,13,958,17,,32,11,1210,41,114,4996,292,216,502,3648,2472,,,499,5621,,3312,2309,,,18,3963,2030,96,13,22,4877,1192,29,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 02,6904,,6882,,,1184,19,,52,,1346,40,167,4956,712,230,839,4085,2819,,,470,6434,,3566,2868,,,,4365,2410,103,,21,5521,1339,23,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 03,7558,,7541,,,1034,50,,53,,1390,45,249,4942,1081,847,439,4619,2939,,,572,6986,,3865,3121,,,14,5116,2298,114,16,17,6128,1391,22,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 04,5897,,5881,,13,1103,14,,29,,1271,20,243,3713,1265,374,302,3459,2438,,,484,5413,,2914,2499,,,,3543,2237,102,,16,4606,1259,16,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 05,4744,,4711,,,769,18,,22,,891,30,192,2845,1296,90,321,2770,1974,,,366,4378,,2337,2041,,,,3073,1575,67,,32,3809,886,17,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 06,4068,,4061,,,450,14,,14,,1410,29,125,2641,327,508,467,2257,1811,,,789,3279,,1629,1650,,,,2233,1755,70,,,2651,1387,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 07,10793,,10777,,,1331,61,,75,,1305,55,2311,3946,1468,2407,661,6553,4240,,,586,10207,,4767,5440,,,11,8134,2488,143,17,15,9450,1297,31,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 08,8818,,8803,,,1032,53,,43,,1419,43,1475,4886,643,1170,644,5260,3558,,,600,8218,,4094,4124,,,11,6367,2306,118,16,14,7373,1401,30,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 09,8630,,8614,,,964,30,,63,,1449,43,2178,1643,1137,3207,465,5155,3475,,,649,7981,,3776,4205,,,11,6205,2290,113,11,16,7148,1440,26,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 10,4471,,4463,,,795,12,,27,,854,24,275,2681,771,436,308,2705,1766,,,391,4080,,1978,2102,,,,2833,1558,68,,,3600,848,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 11,5710,,5681,,,732,15,,32,,1185,18,1648,1719,982,927,434,3502,2208,,,526,5184,,2702,2482,,,,3776,1844,63,,27,4496,1173,14,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 12,5284,,5263,,,645,11,,15,,750,13,307,2932,1125,555,365,3286,1998,,,286,4998,,2061,2937,,,,3884,1336,44,,,4512,742,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 13,5483,,5473,,,684,18,,32,,834,17,1256,962,1292,1618,355,3355,2128,,,286,5197,,2411,2786,,,,3955,1467,50,,,4633,829,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 14,5198,,5172,,,751,16,,32,,851,22,1411,1398,754,1156,479,3261,1937,,,300,4898,,2182,2716,,,,3604,1497,72,,24,4319,839,16,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 15,5868,,5827,,,650,11,,35,,666,20,2576,924,649,1309,410,3673,2195,,,207,5661,,2501,3160,,,,4512,1263,55,,40,5155,661,12,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 16,2370,,2354,,0,215,,,,0,552,,149,1038,171,718,294,1461,909,,,213,2157,,723,1434,,,,1603,732,18,,,1805,547,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 17,15566,,15548,,,1540,23,,73,0,579,,2281,2533,1461,8256,1035,9348,6218,,,162,15404,,4081,11323,,,,13389,2094,63,,,14961,585,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 18,11747,,11644,,15,1275,47,,100,,1026,57,4904,812,942,4463,626,7270,4477,,,362,11385,,4876,6509,,,84,9312,2216,120,15,101,10596,1019,31,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 19,8887,,8880,,,862,,,,,667,12,522,2130,619,4931,685,5605,3282,,,204,8683,,1870,6813,,,,7365,1475,36,,,8209,663,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 20,6619,,6548,,,778,23,,28,,915,34,997,1157,970,2965,530,4186,2433,,,367,6252,,2318,3934,,,61,4869,1616,62,11,69,5625,903,22,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 21,6488,,6475,,,842,26,,36,,885,22,596,2156,2582,885,269,3926,2562,,,369,6119,,2908,3211,,,,4743,1668,63,,13,5580,883,12,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 22,2820,,2815,,,362,,,,0,480,,115,817,589,966,333,1828,992,,,200,2620,,818,1802,,,,1981,811,21,,,2329,483,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 23,8529,,8520,,,1135,59,,52,11,1383,75,1184,2627,2676,1562,480,5146,3383,,,748,7781,,3861,3920,,,,5995,2364,139,,,7113,1356,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 24,3488,,3467,,,350,,,,0,555,,271,1227,410,1326,254,2131,1357,,,280,3208,,808,2400,,,,2575,868,25,,,2910,552,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 25,6580,,6535,,,586,15,,,0,903,22,232,902,657,4447,342,4086,2494,,,407,6173,,1603,4570,,,,5082,1403,59,,41,5633,891,15,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 26,4564,,4552,,,779,39,,22,,886,42,144,1584,2357,252,227,2733,1831,,,406,4158,,1980,2178,,,,2907,1540,95,,11,3660,859,34,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 27,9518,,9452,,,890,23,,43,,1199,39,292,898,1963,6079,286,5698,3820,,,629,8889,,2459,6430,,,53,7418,1934,95,18,61,8250,1181,26,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 28,4810,,4777,,,402,16,,15,,785,20,212,1886,588,1766,358,2934,1876,,,391,4419,,1295,3124,,,,3605,1139,33,,,3993,781,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 29,4270,,4249,,,681,13,,20,,820,12,225,2195,927,603,320,2561,1709,,,311,3959,,1851,2108,,,,2768,1432,54,,,3428,816,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 30,6166,,6134,,,1034,39,,39,,1143,39,143,1079,4339,392,213,3570,2596,,,588,5578,,2572,3006,,,28,3984,2030,108,16,31,4979,1131,25,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 31,11139,,11122,,21,1316,79,,73,,1418,80,1450,1641,5682,1921,445,6367,4772,,,699,10440,,4782,5658,,,14,8356,2584,157,28,17,9672,1402,48,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 32,4978,,4964,,,706,25,,36,,714,49,643,1021,2921,271,122,2972,2006,,,334,4644,,2246,2398,,,,3542,1323,92,,14,4234,697,33,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 33,9193,,9167,,19,1569,92,,89,,1468,92,2777,2772,3086,294,264,5390,3803,,,820,8373,,5215,3158,,,23,6096,2857,185,32,26,7653,1468,46,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 34,3521,,3502,,,586,15,,25,,614,26,560,1358,1108,358,137,2253,1268,,,231,3290,,1675,1615,,,,2312,1141,52,,17,2886,598,20,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 35,4072,,4066,,,636,20,,14,,960,30,136,2189,1226,198,323,2476,1596,,,370,3702,,1830,1872,,,,2491,1499,66,,,3096,950,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 36,12171,,12155,,41,1734,111,,272,27,2159,124,4766,2725,3837,437,406,7122,5049,,,1105,11066,,6817,4249,,,,8129,3688,297,,15,9928,2174,54,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 37,3099,,3090,,,470,14,,13,,708,22,91,1421,1236,147,204,1910,1189,,,307,2792,,1320,1472,,,,1934,1100,51,,,2377,696,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 38,5577,,5559,,,642,20,,29,,1253,24,261,2893,1187,939,297,3306,2271,,,640,4937,,1741,3196,,,16,3704,1761,80,16,17,4301,1242,17,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 39,13324,,13307,,37,1384,39,,56,,1345,48,497,6983,4763,772,309,8008,5316,,,603,12721,,4489,8232,,,15,10599,2542,142,26,16,11957,1310,41,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 40,7029,,7013,,16,996,43,,55,,1183,51,1882,1513,2609,719,306,4244,2785,,,660,6369,,3504,2865,,,13,4817,2072,113,14,16,5815,1162,36,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 41,6567,,6555,,13,649,22,,19,,985,17,1056,2506,1634,1132,239,4004,2563,,,402,6165,,2164,4001,,,,4928,1559,62,,,5563,982,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 42,8162,,8126,,15,1406,53,,52,,1085,58,1227,3655,2579,388,313,4784,3378,,,586,7576,,4150,3426,,,29,5630,2367,118,18,36,7021,1067,38,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 43,25579,,25570,,23,1611,48,,18,,1077,20,204,21989,1722,1266,398,15913,9666,,,460,25119,,6103,19016,,,,22905,2550,104,,,24487,1069,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 44,3606,,3592,,,513,20,,,,878,27,132,1136,1678,459,201,2114,1492,,,457,3149,,1265,1884,,,,2222,1311,57,,14,2709,861,22,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 45,10417,,10403,,13,1032,28,,35,,1296,28,437,6661,1632,1262,425,6350,4067,,,590,9827,,2725,7102,,,12,8125,2145,121,14,14,9099,1284,20,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 46,12131,,12126,,27,1270,30,,35,0,1104,48,527,7411,2638,1241,314,7339,4792,,,584,11547,,3619,7928,,,,9784,2195,128,,,11008,1084,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 47,8002,,7982,,14,1171,54,,57,,1389,69,1806,976,4473,540,207,4699,3303,,,762,7240,,3534,3706,,,17,5413,2422,126,24,19,6570,1369,44,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 48,8266,,8255,,19,655,24,,32,11,1418,38,318,1033,4040,2664,211,5010,3256,,,594,7672,,2543,5129,,,,6189,1963,92,,,6830,1397,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 49,12897,,12892,,16,576,15,,22,,1048,36,84,592,2239,9721,261,8113,4784,,,435,12462,,2221,10241,,,,11267,1552,64,,,11832,1036,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 50,8825,,8814,,13,632,13,,15,,622,,426,6939,701,504,255,5627,3198,,,271,8554,,1600,6954,,,,7568,1206,33,,,8190,619,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 51,11578,,11566,,39,1008,24,,61,,1350,52,328,797,6523,3734,196,7131,4447,,,592,10986,,3161,7825,,,,9183,2263,107,,12,10202,1326,38,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 52,6738,,6722,,27,741,36,,39,,1271,62,934,732,3749,1108,215,4065,2673,,,631,6107,,2702,3405,,,14,4696,1904,107,17,15,5429,1256,38,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 53,12230,,12221,,182,1090,27,,82,,1212,56,1296,797,5571,4279,287,7445,4785,,,658,11572,,3416,8156,,,,9775,2277,151,,,11002,1170,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 54,9697,,9679,,77,1098,27,,99,,1130,38,4976,1955,1688,692,386,5946,3751,,,510,9187,,3985,5202,,,15,7364,2185,119,14,17,8534,1125,21,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 55,4760,,4749,,,394,,,,,921,20,161,818,1139,2469,173,2935,1825,,,435,4325,,1261,3064,,,,3453,1247,48,,11,3822,913,14,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 56,10162,,10149,,11,1271,42,,44,,1292,43,477,1308,7987,137,253,5960,4202,,,665,9497,,3631,5866,,,12,7596,2425,112,17,12,8846,1274,30,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 57,7631,,7609,,19,671,17,,32,,1602,36,177,818,4512,1945,179,4543,3088,,,595,7036,,2687,4349,,,,5355,2158,95,,20,6007,1572,32,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 58,9034,,9022,,27,935,29,,45,,1571,48,612,1081,5528,1556,257,5485,3549,,,793,8241,,3089,5152,,,,6508,2398,106,,12,7434,1557,31,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 59,12907,,12890,,214,1543,72,,232,19,1657,114,6766,226,5131,433,351,7404,5503,,,1037,11870,,6296,5574,,,14,9424,3166,257,46,17,11194,1621,75,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 60,6493,,6461,,,785,39,,33,,1301,55,708,1581,3035,869,300,3830,2663,,,730,5763,,2564,3199,,,26,4378,1982,91,16,31,5144,1281,37,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 61,8446,,8375,,16,1099,73,,58,,1565,88,2266,1536,3747,620,277,4860,3586,,,927,7519,,4079,3440,,,56,5728,2464,178,20,66,6788,1536,56,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 62,8510,,8490,,68,1080,35,,105,17,1394,45,4363,1003,2411,452,281,5056,3454,,,627,7883,,3942,3941,,,15,5935,2416,127,17,20,7082,1377,31,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 63,8240,,8231,,53,869,33,,66,,1526,77,1265,482,5397,876,220,4870,3370,,,793,7447,,3221,4226,,,,5784,2294,133,,,6679,1501,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 64,11893,,11872,,161,1336,69,,192,18,1682,96,6039,397,3969,1116,372,6780,5113,,,940,10953,,5839,5114,,,20,8643,2960,240,30,21,10157,1652,63,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 65,6012,,5985,,,702,32,,15,,1107,58,303,1447,1526,2569,167,3585,2427,,,630,5382,,1961,3421,,,19,4209,1676,92,16,27,4855,1095,35,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 66,4396,,4386,,11,440,19,,21,,974,20,716,1134,1001,1312,233,2612,1784,,,474,3922,,1543,2379,,,,2983,1332,70,,,3406,966,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 67,7303,,7236,,,988,40,,52,11,1705,73,1055,2825,2492,608,323,4156,3147,,,1041,6262,,3325,2937,,,58,4570,2518,135,22,65,5510,1680,48,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 68,3956,,3945,,,386,14,,,0,1034,34,123,1641,887,1106,199,2334,1622,,,641,3315,,1150,2165,,,,2540,1345,51,,,2897,1031,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 69,5825,,5806,,,595,,,17,,1045,61,122,643,2461,2476,123,3321,2504,,,648,5177,,1630,3547,,,18,4192,1517,80,18,19,4739,1028,39,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 70,8187,,8173,,44,833,30,,65,,1176,54,2058,1328,1904,2555,342,4963,3224,,,611,7576,,3435,4141,,,14,6128,1909,115,21,14,6986,1144,43,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 71,5953,,5939,,,760,31,,30,,1195,49,503,2528,997,932,993,3537,2416,,,545,5408,,2630,2778,,,,4020,1799,112,,14,4734,1166,39,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 72,8241,,8221,,,638,29,,15,,1154,38,67,1160,904,5948,162,4862,3379,,,589,7652,,1821,5831,,,15,6460,1675,77,14,19,7050,1153,19,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 73,2674,,2656,,0,292,,,,,832,15,57,1803,351,338,125,1546,1128,,,486,2188,,797,1391,,,,1556,1069,31,,,1817,831,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 74,3672,,3652,,0,387,13,,,,776,,92,2199,389,813,179,2244,1428,,,410,3262,,995,2267,,,,2507,1108,39,,,2875,770,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 75,3350,,3335,,,542,15,,18,,1012,25,169,1427,1019,488,247,1934,1416,,,550,2800,,1361,1439,,,,1799,1473,59,,14,2317,1002,17,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 76,2517,,2511,,,356,,,,,782,15,132,1199,682,289,215,1423,1094,,,399,2118,,1057,1061,,,,1389,1096,27,,,1730,768,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 77,3512,,3507,,,278,,,,0,859,20,130,1319,274,1432,357,2045,1467,,,424,3088,,994,2094,,,,2392,1070,46,,,2647,844,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 78,3014,,3003,,0,467,,,12,,430,,339,1353,588,498,236,1811,1203,,,186,2828,,1105,1723,,,,2125,842,37,,,2572,425,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 79,5594,,5582,,,701,,,20,,1084,31,948,1164,1535,1615,332,3376,2218,,,427,5167,,2132,3035,,,,3820,1690,69,,12,4490,1069,23,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,District 80,7643,,7633,,,955,24,,31,,1292,23,829,736,4418,1342,318,4746,2897,,,492,7151,,2753,4398,,,,5409,2143,78,,,6342,1276,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Assembly,State Assembly Total,592705,,591028,,1481,68774,2337,,3458,401,89392,3156,85132,185330,169695,124898,27650,356396,236309,,,42571,550134,,223316,326818,,,1339,432773,150064,7526,1003,1607,500696,88326,2076,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District Missing,979,,946,,,187,,,,,155,,156,413,230,65,115,617,362,,,79,900,,466,434,,,26,617,320,,,,793,154,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 01,9911,,9882,,16,1440,28,,42,11,2500,63,229,7718,560,541,863,5785,4126,,,1136,8775,,4954,3821,,,21,5997,3728,148,17,26,7370,2470,45,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 02,13294,,13266,,14,2506,36,,98,,2429,69,529,9302,1579,641,1243,7916,5378,,,952,12342,,6660,5682,,,21,8374,4667,219,13,27,10811,2415,41,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 03,9633,,9591,,12,1437,23,,46,,2136,40,1800,3689,1906,1607,631,5782,3851,,,855,8778,,4364,4414,,,,6075,3384,134,,39,7453,2109,32,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 04,15475,,15439,,11,1994,96,,97,17,2979,91,1106,9883,1728,1653,1105,9247,6228,,,1362,14113,,7442,6671,,,28,10491,4686,239,31,35,12429,2953,58,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 05,10510,,10478,,,1373,28,,56,,1673,33,1671,3339,2548,2283,669,6447,4063,,,625,9885,,4598,5287,,,,7445,2933,101,,31,8797,1659,23,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 06,21109,,21076,,13,2526,109,,152,14,2918,109,5099,6199,2540,5981,1290,12737,8372,,,1273,19836,,9455,10381,,,23,15626,5142,283,35,32,18118,2892,67,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 07,7789,,7744,,,888,20,,36,,1544,23,1553,2680,1179,1570,807,4850,2939,,,614,7175,,3138,4037,,,,5342,2317,83,,42,6201,1528,18,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 08,14945,,14896,,,1974,80,,75,16,2344,108,1590,6191,3881,2378,905,8969,5976,,,1145,13800,,6699,7101,,,36,10602,4068,211,28,48,12519,2305,73,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 09,17671,,17529,,21,1930,59,,135,,1693,75,7503,1743,1592,5792,1041,10992,6679,,,560,17111,,7400,9711,,,118,13874,3486,176,17,140,15806,1684,41,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 10,13161,,13046,,,1386,37,,39,,1840,56,1292,2145,1644,7202,878,8247,4914,,,783,12378,,3966,8412,,,94,9870,3064,119,14,108,11201,1815,37,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 11,24460,,24435,,13,2408,29,,84,,1242,22,2815,4673,2078,13166,1728,14954,9506,,,363,24097,,5961,18136,,,,20760,3568,101,,,23181,1244,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 12,13494,,13464,,,1849,75,,81,,1998,70,925,2998,7863,1221,487,7880,5614,,,933,12561,,5814,6747,,,25,9614,3655,179,21,29,11438,1987,40,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 13,6353,,6327,,,714,,,11,0,1038,,390,2050,1020,2303,590,3990,2363,,,480,5873,,1642,4231,,,,4596,1684,46,,,5281,1038,,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 14,14507,,14484,,26,1944,106,,89,15,1999,125,1681,2569,8125,1601,531,8478,6029,,,946,13561,,6375,7186,,,20,10526,3676,248,37,23,12442,1960,82,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 15,13996,,13903,,,1265,37,,60,,1976,57,500,2857,2490,7493,656,8438,5558,,,995,13001,,3687,9314,,,71,10724,3056,122,23,82,11926,1954,34,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 16,9352,,9307,,14,1626,62,,75,,1483,79,1503,4001,2902,592,354,5740,3612,,,640,8712,,4713,3999,,,31,6195,2950,156,20,41,7800,1464,47,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 17,9282,,9228,,,1485,39,,41,,1914,41,338,3923,2852,1543,626,5527,3755,,,846,8436,,3873,4563,,,45,5897,3179,143,18,52,7304,1899,27,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 18,23853,,23832,,61,2534,66,,94,,2505,92,1046,12666,7376,2170,595,14458,9395,,,1235,22618,,7584,15034,,,19,18832,4704,253,45,21,21306,2455,71,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 19,7954,,7931,,,1208,39,,31,,1675,58,301,2997,3604,552,500,4830,3124,,,694,7260,,3328,3932,,,17,5082,2717,123,15,23,6242,1645,44,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 20,14857,,14821,,42,1950,96,,91,13,2685,129,2815,1719,8224,1648,451,8825,6032,,,1428,13429,,6293,7136,,,31,10164,4385,237,40,34,12092,2650,81,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 21,20600,,20559,,52,3098,193,,353,41,3849,205,7020,5154,6813,922,691,12044,8556,,,2040,18560,,11084,7476,,,32,13477,6531,484,76,39,16609,3852,100,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 22,21735,,21716,,43,1272,38,,50,,2555,79,374,1339,6941,12627,454,13417,8318,,,1037,20698,,5003,15695,,,16,17890,3650,158,21,18,19142,2517,58,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 23,17140,,17062,,37,2657,111,,141,22,2749,134,3624,5648,5996,1190,682,10129,7011,,,1585,15555,,8655,6900,,,68,11637,5100,294,41,78,14267,2707,88,,,,,,,,,,,,,,,,,,,,
2018,IHSS,State Senate,District 24,24568,,24547,,124,2069,52,,122,,2516,103,1165,4270,11168,7508,457,15240,9328,,,1203,23365,,6496,16869,,,14,19892,4393,228,41,21,22010,2455,82,,,,,,,,,,,,,,,,,,,,
