NAME,B01003_001E,B25014_001E,B25014_005E,B25014_006E,B25014_007E,B25014_011E,B25014_012E,B25014_013E,B25106_006E,B25106_010E,B25106_014E,B25106_018E,B25106_022E,B25106_028E,B25106_032E,B25106_036E,B25106_040E,B25106_044E,state,county,Year
"Trinity County, California",12700.0,5939.0,49.0,16.0,30.0,40.0,9.0,0.0,356.0,243.0,169.0,106.0,190.0,456.0,360.0,121.0,23.0,0.0,06,105,2019
"Riverside County, California",2411439.0,724893.0,15365.0,3513.0,2018.0,21626.0,5934.0,1868.0,33528.0,30415.0,26780.0,35898.0,33689.0,41034.0,40032.0,25683.0,21062.0,7188.0,06,065,2019
"San Bernardino County, California",2149031.0,636041.0,15603.0,3473.0,1553.0,25436.0,8380.0,1833.0,22404.0,22911.0,20557.0,27758.0,24519.0,45959.0,42180.0,27001.0,18893.0,5690.0,06,071,2019
"Marin County, California",259943.0,105432.0,381.0,196.0,46.0,2377.0,1507.0,397.0,2596.0,3012.0,2167.0,3394.0,11289.0,3845.0,3428.0,3259.0,4311.0,3770.0,06,041,2019
"Placer County, California",385512.0,142855.0,1059.0,172.0,46.0,1122.0,474.0,57.0,5061.0,4968.0,3825.0,6177.0,9575.0,5246.0,5188.0,3687.0,4151.0,1380.0,06,061,2019
"Shasta County, California",179212.0,71181.0,642.0,175.0,95.0,1227.0,380.0,71.0,3790.0,2905.0,2428.0,2654.0,1520.0,5872.0,3825.0,2041.0,848.0,143.0,06,089,2019
"Solano County, California",441829.0,149865.0,1791.0,411.0,213.0,3747.0,1512.0,294.0,3721.0,3481.0,4508.0,6163.0,7828.0,7311.0,7520.0,6224.0,6311.0,2378.0,06,095,2019
"Colusa County, California",21454.0,7227.0,170.0,15.0,32.0,224.0,69.0,10.0,192.0,305.0,196.0,209.0,129.0,450.0,477.0,143.0,11.0,22.0,06,011,2019
"Glenn County, California",27976.0,10085.0,124.0,18.0,2.0,254.0,46.0,1.0,480.0,241.0,315.0,176.0,186.0,1099.0,589.0,135.0,17.0,0.0,06,021,2019
"Butte County, California",225817.0,85320.0,738.0,172.0,97.0,1330.0,336.0,74.0,4525.0,2839.0,2253.0,2356.0,1546.0,8690.0,6040.0,2791.0,1573.0,320.0,06,007,2019
"Kings County, California",150691.0,43452.0,919.0,158.0,90.0,1817.0,400.0,173.0,1447.0,1206.0,1041.0,1023.0,643.0,3644.0,3140.0,1699.0,685.0,141.0,06,031,2019
"Plumas County, California",18660.0,8450.0,61.0,0.0,0.0,126.0,23.0,0.0,491.0,286.0,245.0,278.0,201.0,465.0,173.0,208.0,85.0,0.0,06,063,2019
"San Luis Obispo County, California",282165.0,105981.0,736.0,141.0,146.0,1588.0,715.0,125.0,3674.0,3129.0,2947.0,4670.0,6414.0,6435.0,5264.0,4438.0,3197.0,1572.0,06,079,2019
"Fresno County, California",984521.0,307906.0,6599.0,1397.0,518.0,13071.0,4337.0,2931.0,9696.0,10785.0,8123.0,8410.0,6056.0,34586.0,25645.0,10171.0,4903.0,923.0,06,019,2019
"Kern County, California",887641.0,270282.0,6718.0,1193.0,585.0,10869.0,4105.0,1433.0,10707.0,10812.0,8636.0,8716.0,5094.0,25460.0,19904.0,8224.0,3979.0,684.0,06,029,2019
"Orange County, California",3168044.0,1037492.0,15700.0,4585.0,1601.0,43328.0,19308.0,7160.0,25359.0,24292.0,21485.0,35566.0,81646.0,47496.0,51281.0,47458.0,58665.0,33647.0,06,059,2019
"Ventura County, California",847263.0,271040.0,4076.0,723.0,357.0,7779.0,3169.0,1159.0,6520.0,7245.0,6616.0,11389.0,22392.0,10827.0,12700.0,11395.0,11979.0,8349.0,06,111,2019
"Calaveras County, California",45514.0,16942.0,185.0,91.0,0.0,77.0,18.0,0.0,866.0,986.0,803.0,1143.0,897.0,613.0,494.0,494.0,312.0,40.0,06,009,2019
"Sutter County, California",96109.0,32636.0,539.0,196.0,35.0,1031.0,259.0,157.0,1162.0,889.0,653.0,1281.0,816.0,2100.0,2726.0,1122.0,760.0,57.0,06,101,2019
"San Mateo County, California",767423.0,263543.0,3979.0,1085.0,392.0,8354.0,5208.0,1926.0,5869.0,5113.0,4125.0,6912.0,25012.0,8002.0,8646.0,8283.0,11473.0,12222.0,06,081,2019
"Tuolumne County, California",54045.0,22502.0,347.0,33.0,11.0,261.0,44.0,15.0,1501.0,940.0,673.0,997.0,867.0,1385.0,1103.0,457.0,135.0,25.0,06,109,2019
"San Joaquin County, California",742603.0,228567.0,4539.0,882.0,351.0,7933.0,2545.0,663.0,7503.0,6892.0,5778.0,8355.0,7955.0,17933.0,16068.0,9047.0,6625.0,1680.0,06,077,2019
"Amador County, California",38429.0,14594.0,171.0,0.0,37.0,128.0,41.0,0.0,922.0,668.0,463.0,793.0,309.0,606.0,691.0,342.0,78.0,0.0,06,005,2019
"Lake County, California",64195.0,25660.0,294.0,60.0,169.0,265.0,97.0,0.0,1787.0,1171.0,850.0,851.0,552.0,1557.0,1528.0,688.0,182.0,98.0,06,033,2019
"Yuba County, California",76360.0,26354.0,618.0,88.0,29.0,643.0,201.0,118.0,1002.0,754.0,1124.0,1033.0,473.0,2186.0,1595.0,836.0,540.0,65.0,06,115,2019
"Lassen County, California",30818.0,9280.0,56.0,6.0,3.0,81.0,22.0,0.0,385.0,263.0,198.0,257.0,83.0,653.0,443.0,130.0,71.0,8.0,06,035,2019
"Sonoma County, California",499772.0,189374.0,1942.0,434.0,142.0,5085.0,1717.0,449.0,5556.0,5254.0,4697.0,7345.0,12824.0,8993.0,8404.0,7592.0,8780.0,4144.0,06,097,2019
"Imperial County, California",180701.0,44829.0,1067.0,404.0,252.0,2237.0,570.0,245.0,2603.0,1651.0,1362.0,1192.0,675.0,5562.0,2738.0,894.0,265.0,35.0,06,025,2019
"Alameda County, California",1656754.0,577177.0,8157.0,2195.0,486.0,20850.0,10695.0,3042.0,11351.0,10705.0,8806.0,15306.0,40371.0,33981.0,27334.0,22254.0,25096.0,18993.0,06,001,2019
"Napa County, California",139623.0,48705.0,736.0,112.0,87.0,1467.0,517.0,93.0,1399.0,1454.0,1170.0,1805.0,3368.0,1979.0,1819.0,1912.0,1948.0,1050.0,06,055,2019
"Sierra County, California",3040.0,1319.0,3.0,0.0,0.0,19.0,0.0,0.0,118.0,81.0,40.0,11.0,15.0,71.0,67.0,0.0,0.0,0.0,06,091,2019
"Yolo County, California",217352.0,74296.0,510.0,112.0,37.0,2447.0,742.0,138.0,1558.0,1152.0,1235.0,1967.0,2841.0,7222.0,4953.0,2981.0,2468.0,454.0,06,113,2019
"Nevada County, California",99244.0,40855.0,282.0,157.0,43.0,220.0,97.0,63.0,2131.0,2241.0,1596.0,2270.0,2383.0,1879.0,1751.0,1213.0,803.0,176.0,06,057,2019
"Mendocino County, California",87224.0,34408.0,339.0,110.0,35.0,931.0,286.0,53.0,1782.0,1479.0,921.0,1651.0,850.0,2522.0,2121.0,1432.0,636.0,113.0,06,045,2019
"Los Angeles County, California",10081570.0,3316795.0,61697.0,15703.0,6891.0,157166.0,94624.0,39831.0,80433.0,76684.0,75393.0,114009.0,191055.0,293519.0,268496.0,192651.0,155262.0,75947.0,06,037,2019
"Santa Clara County, California",1927470.0,640215.0,9345.0,2198.0,654.0,24247.0,11930.0,3848.0,12304.0,11543.0,9632.0,15313.0,52001.0,25697.0,21981.0,20337.0,27019.0,29339.0,06,085,2019
"Siskiyou County, California",43468.0,19240.0,155.0,37.0,25.0,270.0,73.0,42.0,1242.0,823.0,633.0,347.0,192.0,1569.0,1095.0,312.0,177.0,0.0,06,093,2019
"Del Norte County, California",27495.0,9945.0,136.0,19.0,17.0,226.0,60.0,27.0,672.0,283.0,162.0,277.0,218.0,893.0,746.0,124.0,33.0,0.0,06,015,2019
"Alameda County, California",1661584.0,573174.0,8913.0,1972.0,518.0,20310.0,10534.0,2989.0,11110.0,10417.0,8889.0,14802.0,40834.0,30808.0,25692.0,20624.0,25112.0,20928.0,06,001,2020
"Alpine County, California",1159.0,397.0,5.0,3.0,0.0,7.0,0.0,0.0,8.0,7.0,8.0,16.0,28.0,4.0,3.0,0.0,0.0,0.0,06,003,2020
"Butte County, California",223344.0,83879.0,776.0,160.0,72.0,1432.0,412.0,53.0,4122.0,3041.0,1981.0,2180.0,2012.0,7567.0,6044.0,2485.0,1709.0,392.0,06,007,2020
"Colusa County, California",21491.0,7329.0,125.0,14.0,12.0,208.0,66.0,9.0,298.0,383.0,232.0,202.0,118.0,395.0,499.0,130.0,13.0,25.0,06,011,2020
"Contra Costa County, California",1147788.0,398299.0,4483.0,951.0,518.0,9001.0,3902.0,1072.0,9881.0,10334.0,9545.0,14599.0,34345.0,15004.0,13044.0,11313.0,15121.0,11385.0,06,013,2020
"El Dorado County, California",190345.0,73078.0,676.0,129.0,61.0,761.0,117.0,120.0,3447.0,2654.0,2426.0,3493.0,4997.0,2852.0,2584.0,1556.0,1175.0,526.0,06,017,2020
"Fresno County, California",990204.0,310097.0,6540.0,1479.0,640.0,12352.0,5224.0,3670.0,9623.0,10101.0,7968.0,8400.0,6254.0,32529.0,25106.0,10997.0,5861.0,866.0,06,019,2020
"Humboldt County, California",136101.0,54120.0,668.0,260.0,37.0,662.0,525.0,87.0,2378.0,1641.0,1835.0,1876.0,1179.0,5584.0,4914.0,1865.0,942.0,147.0,06,023,2020
"Imperial County, California",180580.0,45768.0,1024.0,324.0,353.0,1978.0,613.0,244.0,2476.0,1686.0,1581.0,1117.0,597.0,5838.0,2591.0,1017.0,264.0,75.0,06,025,2020
"Kern County, California",892458.0,273556.0,7137.0,1295.0,641.0,10586.0,4137.0,1368.0,11044.0,10586.0,8616.0,9483.0,5442.0,25141.0,18720.0,8212.0,4071.0,999.0,06,029,2020
"Kings County, California",151090.0,43604.0,915.0,157.0,126.0,1752.0,588.0,112.0,1358.0,1355.0,1056.0,913.0,749.0,3240.0,2709.0,1436.0,920.0,72.0,06,031,2020
"Lassen County, California",30600.0,9172.0,45.0,4.0,4.0,86.0,23.0,7.0,389.0,275.0,266.0,288.0,127.0,594.0,354.0,158.0,83.0,8.0,06,035,2020
"Madera County, California",155925.0,44479.0,1199.0,405.0,68.0,2365.0,471.0,332.0,1837.0,1870.0,1782.0,1714.0,1184.0,2539.0,2364.0,1590.0,482.0,29.0,06,039,2020
"Marin County, California",259441.0,104900.0,366.0,150.0,52.0,2508.0,1372.0,241.0,2354.0,2629.0,2030.0,3522.0,11424.0,3627.0,3142.0,2909.0,4618.0,4149.0,06,041,2020
"Mariposa County, California",17319.0,7846.0,51.0,25.0,0.0,102.0,10.0,0.0,495.0,375.0,210.0,241.0,213.0,364.0,576.0,150.0,154.0,5.0,06,043,2020
"Mendocino County, California",87110.0,34164.0,366.0,145.0,15.0,942.0,353.0,43.0,1666.0,1245.0,968.0,1429.0,915.0,2653.0,2162.0,1481.0,694.0,85.0,06,045,2020
"Merced County, California",273661.0,81306.0,1811.0,305.0,240.0,3344.0,973.0,268.0,2802.0,2137.0,2556.0,1937.0,1280.0,6241.0,5739.0,3608.0,1324.0,170.0,06,047,2020
"Modoc County, California",8853.0,3594.0,83.0,12.0,0.0,8.0,13.0,0.0,144.0,153.0,38.0,92.0,43.0,217.0,78.0,0.0,7.0,0.0,06,049,2020
"Monterey County, California",432977.0,128003.0,3596.0,650.0,465.0,7661.0,3072.0,1953.0,2526.0,3021.0,2770.0,4453.0,7278.0,5995.0,9260.0,7259.0,6647.0,3735.0,06,053,2020
"Napa County, California",138572.0,48484.0,708.0,105.0,129.0,1354.0,444.0,118.0,1651.0,1503.0,1060.0,1680.0,3366.0,1754.0,1840.0,1843.0,1855.0,1160.0,06,055,2020
"Nevada County, California",99417.0,40917.0,248.0,120.0,40.0,197.0,50.0,56.0,1779.0,2463.0,1600.0,2229.0,2424.0,1801.0,1576.0,1015.0,775.0,243.0,06,057,2020
"Orange County, California",3170345.0,1040001.0,16152.0,4774.0,1745.0,42144.0,20097.0,6961.0,25006.0,23136.0,20861.0,33720.0,83110.0,45590.0,49129.0,45146.0,59232.0,38169.0,06,059,2020
"Placer County, California",391799.0,145714.0,931.0,156.0,36.0,1055.0,572.0,63.0,5396.0,4717.0,3965.0,6063.0,10445.0,4797.0,4772.0,3547.0,4287.0,1574.0,06,061,2020
"Plumas County, California",18844.0,8332.0,62.0,0.0,0.0,111.0,23.0,0.0,482.0,266.0,215.0,221.0,208.0,486.0,152.0,231.0,61.0,8.0,06,063,2020
"Riverside County, California",2437864.0,736413.0,17103.0,4136.0,2183.0,19372.0,6579.0,2657.0,33728.0,29319.0,25508.0,36740.0,37082.0,36717.0,37105.0,26496.0,23300.0,7976.0,06,065,2020
"Sacramento County, California",1537948.0,547519.0,6453.0,1461.0,672.0,13624.0,5275.0,1260.0,16369.0,15142.0,13877.0,20510.0,18975.0,38524.0,34604.0,25600.0,18764.0,3952.0,06,067,2020
"San Benito County, California",61547.0,18389.0,256.0,120.0,100.0,644.0,269.0,26.0,363.0,407.0,616.0,1095.0,1958.0,575.0,834.0,730.0,608.0,193.0,06,069,2020
"San Bernardino County, California",2162532.0,640090.0,16334.0,3797.0,1504.0,23944.0,8469.0,2241.0,21379.0,21828.0,20140.0,27954.0,25638.0,42195.0,40569.0,28400.0,20966.0,6052.0,06,071,2020
"San Diego County, California",3323970.0,1130703.0,15276.0,4164.0,1554.0,35727.0,16286.0,4179.0,27092.0,25829.0,23546.0,40591.0,76125.0,61125.0,68156.0,57037.0,62897.0,32691.0,06,073,2020
"San Francisco County, California",874784.0,362141.0,3958.0,1717.0,439.0,5493.0,9440.0,3037.0,5788.0,4083.0,3538.0,6367.0,20177.0,25259.0,14950.0,9774.0,12279.0,17076.0,06,075,2020
"San Joaquin County, California",751615.0,231092.0,4980.0,1182.0,404.0,8098.0,2952.0,617.0,7821.0,6709.0,6025.0,8814.0,8593.0,15301.0,15423.0,9196.0,7692.0,2570.0,06,077,2020
"San Luis Obispo County, California",282517.0,106244.0,890.0,171.0,157.0,1376.0,508.0,179.0,3478.0,2800.0,3115.0,4653.0,6854.0,6056.0,5237.0,3853.0,3271.0,1918.0,06,079,2020
"San Mateo County, California",765623.0,263351.0,3854.0,937.0,442.0,7846.0,5205.0,1700.0,5543.0,5095.0,4159.0,6719.0,25059.0,7522.0,7937.0,7524.0,11548.0,14452.0,06,081,2020
"Santa Clara County, California",1924379.0,635314.0,9426.0,2215.0,699.0,22911.0,12212.0,3899.0,11608.0,11407.0,8810.0,14395.0,54331.0,24300.0,18783.0,18627.0,26092.0,33083.0,06,085,2020
"Santa Cruz County, California",273170.0,96275.0,1631.0,263.0,134.0,2385.0,1337.0,841.0,3168.0,1948.0,2131.0,2707.0,8307.0,5496.0,4316.0,3565.0,3681.0,2863.0,06,087,2020
"Sierra County, California",2898.0,1250.0,0.0,0.0,0.0,14.0,0.0,0.0,126.0,93.0,7.0,42.0,15.0,20.0,82.0,10.0,0.0,19.0,06,091,2020
"Solano County, California",444538.0,151191.0,1685.0,492.0,209.0,3945.0,1751.0,320.0,3467.0,3403.0,4181.0,5721.0,8709.0,6404.0,6713.0,5773.0,7230.0,2983.0,06,095,2020
"Sonoma County, California",496801.0,188958.0,2055.0,435.0,217.0,4603.0,1594.0,597.0,5668.0,4849.0,4524.0,6781.0,14311.0,8329.0,7683.0,6841.0,9530.0,5401.0,06,097,2020
"Sutter County, California",96315.0,32586.0,570.0,191.0,60.0,935.0,206.0,99.0,1141.0,892.0,672.0,1259.0,828.0,1810.0,2139.0,1236.0,880.0,22.0,06,101,2020
"Tehama County, California",64176.0,24661.0,304.0,284.0,33.0,316.0,76.0,15.0,1599.0,1066.0,795.0,786.0,324.0,1698.0,1614.0,646.0,262.0,61.0,06,103,2020
"Tulare County, California",463955.0,139044.0,3989.0,940.0,353.0,6909.0,1470.0,540.0,6211.0,6165.0,4789.0,4131.0,2477.0,12666.0,10488.0,4198.0,1207.0,335.0,06,107,2020
"Tuolumne County, California",54147.0,22937.0,220.0,14.0,0.0,273.0,46.0,8.0,1490.0,1084.0,763.0,1115.0,1243.0,1349.0,1025.0,604.0,89.0,13.0,06,109,2020
"Yolo County, California",218774.0,74614.0,563.0,125.0,34.0,2622.0,746.0,246.0,1636.0,1145.0,1100.0,1936.0,3191.0,6733.0,4679.0,2862.0,2532.0,734.0,06,113,2020
"Yuba County, California",77524.0,26434.0,470.0,51.0,27.0,481.0,157.0,33.0,1125.0,1015.0,982.0,944.0,734.0,2044.0,1433.0,669.0,671.0,66.0,06,115,2020
"Mono County, California",14395.0,5196.0,161.0,0.0,0.0,55.0,0.0,0.0,196.0,153.0,73.0,409.0,578.0,64.0,130.0,210.0,186.0,0.0,06,051,2020
"Amador County, California",39023.0,14844.0,162.0,9.0,41.0,142.0,27.0,0.0,824.0,588.0,680.0,842.0,373.0,640.0,508.0,212.0,104.0,0.0,06,005,2020
"Calaveras County, California",45828.0,16958.0,143.0,102.0,0.0,70.0,0.0,0.0,1007.0,1075.0,709.0,1321.0,881.0,604.0,464.0,505.0,271.0,63.0,06,009,2020
"Del Norte County, California",27692.0,9805.0,141.0,22.0,15.0,181.0,32.0,4.0,630.0,318.0,192.0,198.0,168.0,808.0,618.0,177.0,49.0,0.0,06,015,2020
"Glenn County, California",28060.0,10216.0,103.0,23.0,3.0,235.0,36.0,2.0,343.0,277.0,429.0,216.0,256.0,1109.0,394.0,115.0,67.0,0.0,06,021,2020
"Inyo County, California",17930.0,7954.0,69.0,0.0,0.0,41.0,42.0,1.0,353.0,310.0,217.0,111.0,123.0,354.0,325.0,135.0,122.0,31.0,06,027,2020
"Lake County, California",64276.0,25508.0,371.0,97.0,136.0,245.0,60.0,58.0,1971.0,1104.0,764.0,836.0,476.0,1502.0,1293.0,767.0,297.0,87.0,06,033,2020
"Los Angeles County, California",10040682.0,3332504.0,63506.0,16682.0,7137.0,153182.0,94895.0,38804.0,82017.0,74560.0,70921.0,111197.0,199772.0,276809.0,251734.0,191350.0,168761.0,89393.0,06,037,2020
"Santa Barbara County, California",444895.0,148309.0,2631.0,811.0,388.0,6979.0,3392.0,1133.0,4136.0,3142.0,2793.0,4680.0,8599.0,8242.0,7291.0,8952.0,8255.0,4798.0,06,083,2020
"Shasta County, California",179267.0,70845.0,656.0,167.0,120.0,888.0,309.0,41.0,3834.0,3114.0,2400.0,2872.0,1615.0,5461.0,3357.0,2125.0,1031.0,133.0,06,089,2020
"Siskiyou County, California",43516.0,19195.0,114.0,53.0,24.0,350.0,70.0,30.0,1186.0,679.0,593.0,472.0,175.0,1527.0,1027.0,350.0,182.0,0.0,06,093,2020
"Stanislaus County, California",546235.0,174826.0,3875.0,774.0,384.0,5394.0,1332.0,679.0,5885.0,6252.0,6490.0,6564.0,4590.0,12250.0,11359.0,7107.0,3995.0,410.0,06,099,2020
"Trinity County, California",12541.0,5896.0,123.0,27.0,24.0,89.0,0.0,0.0,412.0,176.0,215.0,115.0,176.0,497.0,263.0,89.0,51.0,0.0,06,105,2020
"Ventura County, California",845599.0,271639.0,4088.0,712.0,383.0,7418.0,3092.0,1100.0,6841.0,7316.0,6169.0,11147.0,22671.0,10480.0,11792.0,11492.0,11783.0,9786.0,06,111,2020
"Alameda County, California",1673133.0,581683.0,8779.0,2077.0,568.0,20199.0,10411.0,2893.0,10897.0,10589.0,8546.0,14181.0,43742.0,29275.0,24128.0,19821.0,26955.0,24538.0,06,001,2021
"Alpine County, California",1344.0,434.0,5.0,1.0,0.0,8.0,0.0,0.0,10.0,7.0,6.0,28.0,26.0,4.0,2.0,2.0,0.0,0.0,06,003,2021
"Amador County, California",40095.0,15394.0,173.0,22.0,47.0,82.0,124.0,0.0,870.0,685.0,797.0,686.0,652.0,513.0,449.0,269.0,170.0,19.0,06,005,2021
"Butte County, California",217884.0,85292.0,720.0,199.0,58.0,1431.0,536.0,48.0,3418.0,2988.0,1809.0,2124.0,2057.0,6970.0,6126.0,3133.0,1914.0,655.0,06,007,2021
"Calaveras County, California",45349.0,16809.0,147.0,109.0,0.0,87.0,9.0,12.0,1033.0,1005.0,867.0,1255.0,916.0,550.0,384.0,334.0,267.0,132.0,06,009,2021
"Colusa County, California",21780.0,7303.0,99.0,12.0,3.0,160.0,45.0,27.0,347.0,207.0,274.0,250.0,99.0,398.0,497.0,184.0,28.0,10.0,06,011,2021
"Contra Costa County, California",1161643.0,405106.0,4852.0,1034.0,640.0,9307.0,4121.0,1607.0,9546.0,9855.0,8795.0,14687.0,37250.0,14780.0,12222.0,10862.0,16089.0,14139.0,06,013,2021
"Del Norte County, California",27655.0,9531.0,121.0,20.0,11.0,159.0,18.0,5.0,501.0,256.0,182.0,142.0,197.0,827.0,420.0,287.0,60.0,0.0,06,015,2021
"El Dorado County, California",190568.0,74535.0,669.0,163.0,54.0,486.0,122.0,153.0,3248.0,2628.0,2275.0,3156.0,5582.0,2779.0,2479.0,1357.0,1632.0,594.0,06,017,2021
"Fresno County, California",1003150.0,314421.0,6630.0,1622.0,763.0,11291.0,6583.0,4577.0,9632.0,9367.0,7859.0,8938.0,7591.0,29424.0,24140.0,12226.0,6827.0,1090.0,06,019,2021
"Glenn County, California",28675.0,9753.0,108.0,39.0,2.0,161.0,31.0,6.0,337.0,305.0,410.0,160.0,230.0,862.0,513.0,281.0,78.0,13.0,06,021,2021
"Humboldt County, California",137014.0,53729.0,874.0,248.0,38.0,643.0,543.0,79.0,2259.0,1771.0,1560.0,1978.0,1378.0,5283.0,4722.0,1946.0,1158.0,245.0,06,023,2021
"Imperial County, California",180051.0,45541.0,914.0,283.0,380.0,1625.0,624.0,229.0,2304.0,1438.0,1671.0,1049.0,769.0,5368.0,2880.0,1170.0,456.0,20.0,06,025,2021
"Inyo County, California",18804.0,7832.0,69.0,16.0,0.0,36.0,28.0,1.0,406.0,309.0,305.0,152.0,102.0,306.0,274.0,114.0,116.0,83.0,06,027,2021
"Kern County, California",905644.0,274705.0,7639.0,1636.0,825.0,10512.0,4339.0,1405.0,10727.0,9916.0,8732.0,9927.0,6134.0,22833.0,19325.0,8761.0,4429.0,1285.0,06,029,2021
"Kings County, California",151887.0,43286.0,974.0,171.0,89.0,1607.0,523.0,161.0,1270.0,1256.0,1184.0,1207.0,886.0,3062.0,2887.0,1435.0,1072.0,119.0,06,031,2021
"Lake County, California",67749.0,26307.0,445.0,94.0,113.0,209.0,89.0,106.0,1931.0,1432.0,759.0,878.0,531.0,1310.0,1235.0,634.0,438.0,206.0,06,033,2021
"Lassen County, California",32949.0,8910.0,62.0,12.0,0.0,88.0,9.0,7.0,413.0,265.0,246.0,298.0,142.0,510.0,412.0,176.0,50.0,3.0,06,035,2021
"Los Angeles County, California",10019635.0,3342811.0,63576.0,17277.0,8088.0,151366.0,94048.0,38048.0,81005.0,70734.0,65129.0,107165.0,215635.0,256284.0,235659.0,188145.0,185558.0,111267.0,06,037,2021
"Madera County, California",156304.0,43578.0,1275.0,400.0,113.0,2133.0,522.0,397.0,1907.0,1728.0,1806.0,1798.0,1318.0,2432.0,2308.0,1216.0,816.0,113.0,06,039,2021
"Marin County, California",262387.0,103751.0,403.0,114.0,20.0,2490.0,1299.0,285.0,2100.0,2421.0,1828.0,3068.0,11583.0,3180.0,3140.0,2691.0,4329.0,5064.0,06,041,2021
"Mariposa County, California",17225.0,7588.0,33.0,14.0,0.0,113.0,13.0,0.0,427.0,326.0,259.0,277.0,215.0,341.0,394.0,191.0,128.0,5.0,06,043,2021
"Mendocino County, California",91534.0,34183.0,364.0,153.0,6.0,747.0,317.0,56.0,1538.0,1266.0,1108.0,1104.0,1000.0,2573.0,1826.0,1400.0,906.0,121.0,06,045,2021
"Merced County, California",279150.0,81618.0,1766.0,343.0,208.0,3090.0,958.0,404.0,3012.0,2428.0,2399.0,2136.0,1741.0,6116.0,5620.0,3529.0,1794.0,411.0,06,047,2021
"Modoc County, California",8723.0,3413.0,88.0,8.0,0.0,13.0,0.0,0.0,113.0,86.0,20.0,64.0,40.0,236.0,71.0,32.0,9.0,0.0,06,049,2021
"Mono County, California",13291.0,5361.0,171.0,0.0,0.0,37.0,0.0,0.0,112.0,250.0,63.0,347.0,499.0,23.0,61.0,290.0,74.0,71.0,06,051,2021
"Monterey County, California",438953.0,129977.0,3922.0,606.0,533.0,8632.0,3343.0,1415.0,2681.0,2740.0,2626.0,3992.0,8045.0,5676.0,8773.0,6972.0,7707.0,4725.0,06,053,2021
"Napa County, California",138795.0,48745.0,769.0,121.0,131.0,1451.0,414.0,101.0,1633.0,1282.0,1068.0,1512.0,3988.0,1549.0,1928.0,1706.0,1865.0,1557.0,06,055,2021
"Nevada County, California",102090.0,40877.0,236.0,117.0,27.0,198.0,102.0,120.0,1905.0,2304.0,1707.0,2110.0,2799.0,1934.0,1453.0,998.0,1072.0,281.0,06,057,2021
"Orange County, California",3182923.0,1057592.0,16550.0,4536.0,1721.0,41481.0,20497.0,6746.0,25124.0,21701.0,19372.0,32870.0,85622.0,44833.0,46313.0,43511.0,58904.0,47971.0,06,059,2021
"Placer County, California",400330.0,149714.0,996.0,139.0,87.0,1134.0,667.0,115.0,4813.0,4740.0,3917.0,6050.0,11992.0,4373.0,4669.0,3587.0,4578.0,2433.0,06,061,2021
"Plumas County, California",19631.0,8231.0,61.0,0.0,0.0,145.0,45.0,0.0,378.0,288.0,234.0,265.0,230.0,411.0,190.0,275.0,62.0,11.0,06,063,2021
"Riverside County, California",2409331.0,740506.0,18307.0,4251.0,1910.0,18493.0,6871.0,2775.0,31187.0,27481.0,25837.0,36202.0,43527.0,34230.0,34398.0,26004.0,25617.0,10686.0,06,065,2021
"Sacramento County, California",1571767.0,559036.0,6970.0,1666.0,675.0,14536.0,6003.0,1361.0,16518.0,14483.0,13633.0,19907.0,22039.0,35882.0,32164.0,25970.0,22639.0,5920.0,06,067,2021
"San Benito County, California",63329.0,19144.0,396.0,60.0,62.0,601.0,293.0,56.0,368.0,323.0,556.0,1237.0,2226.0,496.0,648.0,630.0,639.0,480.0,06,069,2021
"San Bernardino County, California",2171071.0,651743.0,16855.0,3948.0,1579.0,24168.0,8675.0,2254.0,20742.0,21249.0,18537.0,27793.0,29246.0,38690.0,39148.0,28305.0,24705.0,8187.0,06,071,2021
"San Diego County, California",3296317.0,1139899.0,16596.0,4049.0,1517.0,34805.0,17151.0,4865.0,26477.0,24624.0,22476.0,38437.0,83983.0,57476.0,62610.0,55640.0,66871.0,42430.0,06,073,2021
"San Francisco County, California",865933.0,361222.0,3808.0,1550.0,540.0,6010.0,9052.0,3422.0,5689.0,4369.0,3683.0,5664.0,20276.0,23789.0,14398.0,10577.0,12397.0,18447.0,06,075,2021
"San Joaquin County, California",771406.0,234662.0,5582.0,1294.0,567.0,8515.0,2836.0,793.0,8099.0,6723.0,5425.0,8549.0,10183.0,13483.0,14488.0,8402.0,8695.0,3629.0,06,077,2021
"San Luis Obispo County, California",282771.0,106790.0,868.0,171.0,182.0,1554.0,519.0,173.0,3255.0,2847.0,2881.0,4246.0,7404.0,5769.0,5005.0,4142.0,3909.0,2340.0,06,079,2021
"San Mateo County, California",762488.0,264892.0,3685.0,924.0,396.0,7643.0,4992.0,1945.0,4986.0,4731.0,4317.0,6413.0,25295.0,7374.0,7636.0,7212.0,11061.0,15819.0,06,081,2021
"Santa Barbara County, California",447651.0,147446.0,2693.0,687.0,566.0,6557.0,3530.0,1255.0,3977.0,2793.0,2597.0,4283.0,9297.0,7915.0,7344.0,7801.0,8674.0,5801.0,06,083,2021
"Santa Clara County, California",1932022.0,646847.0,9393.0,2192.0,756.0,22935.0,11879.0,3624.0,10995.0,10686.0,8499.0,12848.0,55930.0,22075.0,17950.0,17101.0,27419.0,38262.0,06,085,2021
